throughput,workload,config_id
18649.5632062492,smallbank-1,100
13771.6780868695,ycsb-2400,100
18048.2511404859,smallbank-10,101
47213.7499252449,voter-16,101
510.011149340553,tpcc-8,101
25210.5397124165,ycsb-600,101
874.514955124298,tpcc-2,101
25575.2437106931,smallbank-1,101
18955.432342067,ycsb-2400,101
45655.3332896675,voter-2,101
29714.6499940571,voter-2,102
14781.3625561336,ycsb-2400,102
19338.1666436128,smallbank-1,102
732.582024099369,tpcc-2,102
24589.7377464185,ycsb-600,102
627.575554283308,tpcc-8,102
30434.6666458696,voter-16,102
12635.4903771473,smallbank-10,102
14523.7545729193,ycsb-2400,103
18530.0190036977,smallbank-1,103
741.762823272049,tpcc-2,103
30503.8166392132,voter-2,103
12733.1469408797,smallbank-10,103
28192.116622499,voter-16,103
22363.7008689145,ycsb-600,103
620.498329328932,tpcc-8,103
30391.8330354934,voter-2,104
696.357885350007,tpcc-2,104
19033.5270885303,smallbank-1,104
14184.3622168369,ycsb-2400,104
584.873858776485,tpcc-8,104
22121.6961712839,ycsb-600,104
11897.8632122496,smallbank-10,104
29131.8165870397,voter-16,104
735.970065314061,tpcc-2,105
19795.806147094,smallbank-1,105
15251.992438535,ycsb-2400,105
29628.7666162978,voter-2,105
29717.3999950471,voter-16,105
12832.5079744082,smallbank-10,105
622.446350908268,tpcc-8,105
23504.605283695,ycsb-600,105
19339.4668547548,ycsb-600,106
559.382393971802,tpcc-8,106
11846.7627821825,smallbank-10,106
24805.4499966926,voter-16,106
25243.3332933647,voter-2,106
13483.3888842942,ycsb-2400,106
16733.2373022856,smallbank-1,106
670.641430800877,tpcc-2,106
29333.0665512899,voter-16,107
12540.7010317886,smallbank-10,107
22486.232239227,ycsb-600,107
589.729588000035,tpcc-8,107
13583.873026121,ycsb-2400,107
17639.106553954,smallbank-1,107
680.448268576699,tpcc-2,107
28178.7164247993,voter-2,107
14995.8332883458,ycsb-2400,108
751.031269436819,tpcc-2,108
18555.26437323,smallbank-1,108
29559.3665774959,voter-2,108
30553.8832803733,voter-16,108
12962.4061098417,smallbank-10,108
23544.7664924354,ycsb-600,108
614.345985300182,tpcc-8,108
28686.4499521893,voter-2,109
15217.777027112,ycsb-2400,109
729.058434928633,tpcc-2,109
20193.3167301722,smallbank-1,109
22713.1833156526,ycsb-600,109
613.625107075148,tpcc-8,109
12680.9059756793,smallbank-10,109
29309.416622214,voter-16,109
590.858809189879,tpcc-8,111
22435.8501137763,ycsb-600,111
29077.2999326376,voter-16,111
11983.7791004723,smallbank-10,111
29758.9332812552,voter-2,111
697.849518762972,tpcc-2,111
18827.2738343176,smallbank-1,111
14050.9989382644,ycsb-2400,111
14129.5145192631,ycsb-2400,112
18547.3450063518,smallbank-1,112
686.860217530026,tpcc-2,112
28405.8499995266,voter-2,112
12303.0715612578,smallbank-10,112
29912.3332615437,voter-16,112
22108.1609661363,ycsb-600,112
589.790826472124,tpcc-8,112
46038.4831852429,voter-2,113
19018.0561681647,ycsb-2400,113
25915.5587104725,smallbank-1,113
928.285152187291,tpcc-2,113
27667.3518667929,ycsb-600,113
529.265686960596,tpcc-8,113
47843.949976078,voter-16,113
19139.3725147085,smallbank-10,113
809.819843664809,tpcc-2,114
24063.3726731605,smallbank-1,114
12545.818745715,ycsb-2400,114
46189.3665311779,voter-2,114
46533.7498666032,voter-16,114
17473.1715785328,smallbank-10,114
946.501020216052,tpcc-8,114
17659.2778141701,ycsb-600,114
32470.516664502,voter-2,115
763.876819615648,tpcc-2,115
19740.1128443191,smallbank-1,115
16408.7425001108,ycsb-2400,115
468.627675544544,tpcc-8,115
21683.4964334262,ycsb-600,115
15182.7096369092,smallbank-10,115
31318.3332576474,voter-16,115
47913.0832287231,voter-16,116
17947.4085919485,smallbank-10,116
27651.2401945151,ycsb-600,116
993.280935155844,tpcc-8,116
17559.9518423132,ycsb-2400,116
25787.5592879856,smallbank-1,116
881.737118849387,tpcc-2,116
46745.0332515295,voter-2,116
22507.564200843,ycsb-600,117
608.225371582123,tpcc-8,117
12604.2946795171,smallbank-10,117
29333.4832805331,voter-16,117
29330.5666446687,voter-2,117
14172.260977712,ycsb-2400,117
18239.4071541402,smallbank-1,117
674.204968401419,tpcc-2,117
46445.8665884828,voter-2,118
17797.5952625847,ycsb-2400,118
918.63316762722,tpcc-2,118
25997.516837712,smallbank-1,118
26334.944728341,ycsb-600,118
502.297574112008,tpcc-8,118
18711.6001492207,smallbank-10,118
46794.7499407267,voter-16,118
18526.4186281395,ycsb-2400,119
889.291270716887,tpcc-2,119
25719.7272487224,smallbank-1,119
47737.8499530578,voter-2,119
47809.3998454163,voter-16,119
18282.70413174,smallbank-10,119
26033.9947488982,ycsb-600,119
995.822627592802,tpcc-8,119
28740.9165919403,voter-2,120
19238.3659706651,smallbank-1,120
690.521567133547,tpcc-2,120
12986.992452039,ycsb-2400,120
601.663844211435,tpcc-8,120
22843.6135351973,ycsb-600,120
29298.9999736309,voter-16,120
11857.1035379908,smallbank-10,120
19300.7982539119,smallbank-1,121
729.364008329353,tpcc-2,121
13951.4141282736,ycsb-2400,121
28073.2666105201,voter-2,121
12698.4585032823,smallbank-10,121
29543.1999384517,voter-16,121
613.841836333266,tpcc-8,121
22560.889862444,ycsb-600,121
22720.9685854358,ycsb-600,122
604.125771440708,tpcc-8,122
27938.1499892904,voter-16,122
12162.0606786575,smallbank-10,122
30137.0499904566,voter-2,122
13294.90103533,ycsb-2400,122
681.113555578335,tpcc-2,122
17099.5575158124,smallbank-1,122
17050.6937882843,smallbank-10,123
46128.8332380004,voter-16,123
17515.92789052,ycsb-600,123
430.311134801873,tpcc-8,123
13384.8601483017,ycsb-2400,123
790.291986268029,tpcc-2,123
24226.088867242,smallbank-1,123
45521.2666105238,voter-2,123
837.053053240384,tpcc-8,124
23324.9326516926,ycsb-600,124
14840.8760944656,smallbank-10,124
32204.749839513,voter-16,124
33156.9832979659,voter-2,124
20084.6662703556,smallbank-1,124
737.941260389467,tpcc-2,124
17795.9372512899,ycsb-2400,124
43024.1332379632,voter-16,125
18108.8370301329,smallbank-10,125
991.790064329785,tpcc-8,125
26367.373565891,ycsb-600,125
25998.536486906,smallbank-1,125
894.966213321531,tpcc-2,125
18119.9666856139,ycsb-2400,125
48548.6332532281,voter-2,125
30609.4162988435,voter-2,126
16312.3793991696,ycsb-2400,126
777.012581639571,tpcc-2,126
21695.6407211832,smallbank-1,126
23881.7267336369,ycsb-600,126
608.299813434447,tpcc-8,126
13264.5286824443,smallbank-10,126
29552.1166134729,voter-16,126
13474.9764825858,ycsb-2400,127
700.429041080822,tpcc-2,127
19985.7291690179,smallbank-1,127
28281.6832909108,voter-2,127
29305.1666075679,voter-16,127
12571.7525602918,smallbank-10,127
22024.8286703103,ycsb-600,127
594.245089158583,tpcc-8,127
28814.3832588962,voter-16,128
11716.3817074406,smallbank-10,128
21920.0873892044,ycsb-600,128
593.760231285464,tpcc-8,128
14418.9404625918,ycsb-2400,128
17619.3972680486,smallbank-1,128
692.261121401255,tpcc-2,128
29687.7487506901,voter-2,128
28221.3981236768,ycsb-600,129
380.54344636956,tpcc-8,129
19033.6927551815,smallbank-10,129
44180.283286944,voter-16,129
46368.2982449599,voter-2,129
19525.971755083,ycsb-2400,129
26165.284426928,smallbank-1,129
935.237379891209,tpcc-2,129
20695.2888870546,smallbank-1,130
713.396544723285,tpcc-2,130
13698.0465572221,ycsb-2400,130
28778.1332465193,voter-2,130
12511.2116734769,smallbank-10,130
29402.4332882496,voter-16,130
606.77658398547,tpcc-8,130
22623.5251962367,ycsb-600,130
47159.1999025377,voter-2,131
25022.0137726267,smallbank-1,131
919.871634160591,tpcc-2,131
18433.5765730748,ycsb-2400,131
996.508592787963,tpcc-8,131
24712.2444781147,ycsb-600,131
45898.2832117029,voter-16,131
18122.8448162017,smallbank-10,131
13535.9460553379,smallbank-10,132
30688.7332873002,voter-16,132
14778.7480278038,ycsb-600,132
369.213301145895,tpcc-8,132
10609.6275459776,ycsb-2400,132
675.280210770111,tpcc-2,132
18913.0405317267,smallbank-1,132
