num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min,runtime
17,1954,11,0.1276564194564063,0.4007631079413392,0.2665860240066995,0.970317297850563,"['MVSTORE', 'RECOMPILE_ALWAYS', 'COMPRESS', 'DEFRAG_ALWAYS', 'OPTIMIZE_TWO_EQUALS', 'PAGE_STORE_TRIM', 'DROP_RESTRICT', 'OPTIMIZE_DISTINCT']","[('MVSTORE', 6), ('RECOMPILE_ALWAYS', 9), ('COMPRESS', 4), ('DEFRAG_ALWAYS', 3), ('OPTIMIZE_TWO_EQUALS', 2), ('PAGE_STORE_TRIM', 2), ('DROP_RESTRICT', 1), ('OPTIMIZE_DISTINCT', 2)]",8,2.6363636363636362,5.0,1.0,22.532835245132446
