num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min,runtime
13,1010,11,0.13864850872648898,0.32332133048876804,0.22871287128712872,0.9623762376237623,"['model_validate', 'proof', 'dump_models', 'trace', 'stats', 'well_sorted_check', 'debug_ref_count', 'smtlib2_compliant']","[('model_validate', 1), ('proof', 6), ('dump_models', 1), ('trace', 4), ('stats', 1), ('well_sorted_check', 1), ('debug_ref_count', 10), ('smtlib2_compliant', 3)]",8,2.4545454545454546,5.0,1.0,10.391581535339355
