param_name,param_value,n_groups,f1_0,precision_0,recall_0,f1_1,precision_1,recall_1,f1_2,precision_2,recall_2,seed,runtime
alpha,0.5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.1971867084503173
alpha,0.5,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0.3304734230041504
alpha,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0.1127731800079345
alpha,0.75,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2896056175231933
alpha,0.75,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0.5062856674194336
alpha,0.75,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0.1465542316436767
alpha,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3632395267486572
alpha,1.0,2,0.4415182029434547,0.283300198807157,1.0,0.6697247706422019,0.503448275862069,1.0,0.0,0.0,0.0,2,0.5259675979614258
alpha,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0.2171089649200439
alpha,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,8.400713682174683
alpha,0.1,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20,0.325122594833374
alpha,0.1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.6739559173583984
alpha,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,47.19374108314514
alpha,0.3,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20,0.107886791229248
alpha,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.1838412284851074
alpha,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,44.856104373931885
alpha,0.5,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20,0.2026686668395996
alpha,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.1934967041015625
alpha,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,11.740885496139526
alpha,0.75,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20,0.2601990699768066
alpha,0.75,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.2508690357208252
alpha,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4.345501661300659
alpha,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20,0.348546028137207
alpha,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.3552975654602051
alpha,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,6.3852503299713135
alpha,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0471224784851074
alpha,0.1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21,0.5460555553436279
alpha,0.3,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5.569598913192749
alpha,0.3,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21,0.1064624786376953
alpha,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21,0.1537752151489257
alpha,0.5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7.190644264221191
alpha,0.5,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21,0.1076431274414062
alpha,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21,0.1460001468658447
alpha,0.75,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7.323332071304321
alpha,0.75,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21,0.1612675189971923
alpha,0.75,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21,0.1688847541809082
alpha,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7.786801338195801
alpha,1.0,2,0.1696284329563812,0.1310861423220973,0.2402745995423341,1.0,1.0,1.0,0.0,0.0,0.0,21,0.2161722183227539
alpha,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21,0.289233922958374
alpha,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,16.320217847824097
alpha,0.1,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22,0.1865763664245605
alpha,0.1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22,0.0839679241180419
alpha,0.3,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,15.636175632476808
alpha,0.3,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22,0.1556613445281982
alpha,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22,0.0876007080078125
alpha,0.5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,9.10598349571228
alpha,0.5,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22,0.1257164478302002
alpha,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22,0.0943918228149414
alpha,0.75,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,8.519986867904663
alpha,0.75,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22,0.2380013465881347
alpha,0.75,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22,0.2796766757965088
alpha,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,8.388899087905884
