config_id,workload,time,max-resident-set-size
2306,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.08,809988.0
1367,Johnny_1280x720_60_short.y4m,10.63,327512.0
526,blue_sky_1080p25_short.y4m,11.93,227684.0
728,blue_sky_1080p25_short.y4m,23.73,158952.0
2393,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.96,664728.0
459,pedestrian_area_1080p25_short.y4m,14.47,225940.0
554,blue_sky_1080p25_short.y4m,11.57,223964.0
826,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,72.23,1007272.0
1811,sd_crew_cif_short.y4m,1.3,23596.0
1960,sintel_trailer_2k_720p24_short.y4m,2.46,125752.0
1141,sintel_trailer_2k_720p24_short.y4m,2.11,120172.0
1948,Johnny_1280x720_60_short.y4m,8.78,113576.0
2297,sd_crew_cif_short.y4m,0.13,15680.0
2703,sd_crew_cif_short.y4m,1.89,13052.0
358,sd_bridge_close_cif_short.y4m,0.17,23104.0
3037,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,95.79,1099064.0
64,blue_sky_1080p25_short.y4m,2.78,252572.0
2309,sd_city_4cif_short.y4m,5.91,58208.0
1779,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,42.47,899900.0
2860,sd_city_4cif_short.y4m,7.61,164048.0
792,sd_crew_cif_short.y4m,1.12,12468.0
1293,riverbed_1080p25_short.y4m,3.87,397940.0
1676,Johnny_1280x720_60_short.y4m,1.09,326100.0
918,pedestrian_area_1080p25_short.y4m,14.67,155188.0
2971,sd_crew_cif_short.y4m,0.26,23340.0
1105,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,68.52,353984.0
2892,blue_sky_1080p25_short.y4m,16.16,157148.0
2901,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.94,753264.0
1051,sd_crew_cif_short.y4m,1.1,12472.0
3005,sd_crew_cif_short.y4m,0.16,17092.0
1867,sd_city_4cif_short.y4m,7.81,88168.0
2094,sd_crew_cif_short.y4m,1.65,30892.0
2732,blue_sky_1080p25_short.y4m,27.72,252336.0
2978,pedestrian_area_1080p25_short.y4m,20.91,400104.0
1334,pedestrian_area_1080p25_short.y4m,24.33,424204.0
1812,sintel_trailer_2k_720p24_short.y4m,0.37,190276.0
2502,pedestrian_area_1080p25_short.y4m,38.72,400168.0
1297,sd_crew_cif_short.y4m,2.87,22740.0
1382,sd_bridge_close_cif_short.y4m,0.12,22292.0
1439,pedestrian_area_1080p25_short.y4m,14.11,222852.0
601,sd_city_4cif_short.y4m,6.08,158968.0
713,sd_bridge_close_cif_short.y4m,0.16,13388.0
1921,sd_crew_cif_short.y4m,2.63,14744.0
746,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.77,814488.0
1051,sd_bridge_close_cif_short.y4m,0.65,12428.0
2052,pedestrian_area_1080p25_short.y4m,43.76,181864.0
2857,sd_city_4cif_short.y4m,16.91,82556.0
2365,sintel_trailer_2k_720p24_short.y4m,2.64,197924.0
2803,sd_crew_cif_short.y4m,0.18,22512.0
2167,Johnny_1280x720_60_short.y4m,2.31,83936.0
1567,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,39.29,1102624.0
1743,pedestrian_area_1080p25_short.y4m,33.38,112572.0
825,pedestrian_area_1080p25_short.y4m,1.71,224576.0
1596,sintel_trailer_2k_720p24_short.y4m,0.45,200432.0
1482,Johnny_1280x720_60_short.y4m,10.75,327540.0
660,pedestrian_area_1080p25_short.y4m,28.12,157156.0
2834,sd_city_4cif_short.y4m,0.76,163384.0
1411,riverbed_1080p25_short.y4m,3.49,250560.0
1100,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.12,580880.0
1253,pedestrian_area_1080p25_short.y4m,15.13,226260.0
2364,sintel_trailer_2k_720p24_short.y4m,2.03,81236.0
499,sintel_trailer_2k_720p24_short.y4m,3.74,81076.0
1918,pedestrian_area_1080p25_short.y4m,23.26,419280.0
2390,riverbed_1080p25_short.y4m,4.37,273204.0
1326,riverbed_1080p25_short.y4m,33.25,399416.0
1880,sd_bridge_close_cif_short.y4m,0.13,25788.0
991,riverbed_1080p25_short.y4m,65.17,396628.0
1392,sd_crew_cif_short.y4m,1.46,26876.0
2724,sd_crew_cif_short.y4m,2.12,13064.0
206,sd_bridge_close_cif_short.y4m,0.18,27408.0
250,pedestrian_area_1080p25_short.y4m,2.28,264620.0
1593,sd_bridge_close_cif_short.y4m,1.14,16916.0
457,sd_crew_cif_short.y4m,1.27,25072.0
113,blue_sky_1080p25_short.y4m,2.53,238264.0
1244,riverbed_1080p25_short.y4m,29.6,244896.0
1877,sd_bridge_close_cif_short.y4m,0.82,15440.0
1450,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.85,701120.0
1883,Johnny_1280x720_60_short.y4m,2.0,194688.0
1661,pedestrian_area_1080p25_short.y4m,2.84,157328.0
858,Johnny_1280x720_60_short.y4m,27.91,194500.0
15,pedestrian_area_1080p25_short.y4m,3.78,252568.0
2092,sd_bridge_close_cif_short.y4m,1.08,26884.0
1016,Johnny_1280x720_60_short.y4m,1.74,291268.0
1915,sd_city_4cif_short.y4m,1.07,24544.0
248,blue_sky_1080p25_short.y4m,3.0,250772.0
1887,sintel_trailer_2k_720p24_short.y4m,0.41,186916.0
1176,sd_city_4cif_short.y4m,5.55,41632.0
1204,sd_crew_cif_short.y4m,1.12,12760.0
90,Johnny_1280x720_60_short.y4m,1.99,194772.0
964,sd_bridge_close_cif_short.y4m,0.68,12460.0
1522,riverbed_1080p25_short.y4m,5.56,159232.0
1085,sd_crew_cif_short.y4m,1.84,27028.0
3080,Johnny_1280x720_60_short.y4m,26.01,302264.0
36,Johnny_1280x720_60_short.y4m,8.75,122056.0
1156,blue_sky_1080p25_short.y4m,1.28,254396.0
1415,pedestrian_area_1080p25_short.y4m,4.15,180528.0
2474,sd_bridge_close_cif_short.y4m,0.54,10812.0
824,Johnny_1280x720_60_short.y4m,2.42,81256.0
2007,sd_bridge_close_cif_short.y4m,1.07,26784.0
3070,riverbed_1080p25_short.y4m,3.02,157424.0
316,riverbed_1080p25_short.y4m,8.14,252080.0
1838,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.77,815704.0
805,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,9.09,574416.0
1381,sd_city_4cif_short.y4m,6.14,31472.0
1994,sd_city_4cif_short.y4m,8.6,88200.0
2341,blue_sky_1080p25_short.y4m,1.74,271268.0
1171,pedestrian_area_1080p25_short.y4m,1.88,158188.0
2453,blue_sky_1080p25_short.y4m,12.17,157136.0
2474,riverbed_1080p25_short.y4m,26.81,142772.0
1714,pedestrian_area_1080p25_short.y4m,1.52,247724.0
2524,sintel_trailer_2k_720p24_short.y4m,0.44,92436.0
2779,sd_crew_cif_short.y4m,0.13,11892.0
78,sd_crew_cif_short.y4m,0.23,22388.0
110,sd_city_4cif_short.y4m,1.14,78156.0
423,blue_sky_1080p25_short.y4m,11.46,223924.0
2113,sd_bridge_close_cif_short.y4m,1.27,26880.0
1242,sd_city_4cif_short.y4m,14.95,48604.0
52,blue_sky_1080p25_short.y4m,11.47,223932.0
192,sd_crew_cif_short.y4m,0.27,27460.0
2598,Johnny_1280x720_60_short.y4m,19.53,81064.0
1715,sd_bridge_close_cif_short.y4m,0.14,22164.0
3044,sintel_trailer_2k_720p24_short.y4m,1.97,118956.0
97,pedestrian_area_1080p25_short.y4m,42.18,252384.0
1386,blue_sky_1080p25_short.y4m,18.17,419312.0
1975,Johnny_1280x720_60_short.y4m,14.74,213952.0
2824,sd_city_4cif_short.y4m,0.84,86552.0
786,riverbed_1080p25_short.y4m,57.17,96548.0
2011,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.09,1008656.0
1512,blue_sky_1080p25_short.y4m,14.84,397720.0
1479,sd_bridge_close_cif_short.y4m,0.64,23508.0
1605,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,57.89,1201412.0
1859,sd_crew_cif_short.y4m,0.14,22476.0
1684,blue_sky_1080p25_short.y4m,2.46,237260.0
1604,sd_bridge_close_cif_short.y4m,0.73,15440.0
1555,blue_sky_1080p25_short.y4m,2.7,393076.0
2682,pedestrian_area_1080p25_short.y4m,17.15,155792.0
397,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.15,808236.0
961,blue_sky_1080p25_short.y4m,1.79,422688.0
840,sintel_trailer_2k_720p24_short.y4m,0.37,126908.0
2949,blue_sky_1080p25_short.y4m,1.7,418040.0
337,Johnny_1280x720_60_short.y4m,25.31,194524.0
2631,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,59.44,903900.0
309,sd_city_4cif_short.y4m,1.2,81040.0
2878,riverbed_1080p25_short.y4m,5.75,374064.0
2445,sd_bridge_close_cif_short.y4m,0.82,15212.0
2373,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,39.9,1102788.0
966,Johnny_1280x720_60_short.y4m,10.43,291904.0
2672,sintel_trailer_2k_720p24_short.y4m,0.24,120016.0
159,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.61,754516.0
2562,riverbed_1080p25_short.y4m,4.01,396028.0
254,sd_city_4cif_short.y4m,1.4,81036.0
1128,sd_crew_cif_short.y4m,1.9,21912.0
632,sintel_trailer_2k_720p24_short.y4m,2.48,200332.0
1606,sd_crew_cif_short.y4m,1.05,15304.0
530,sintel_trailer_2k_720p24_short.y4m,1.93,120192.0
1821,sd_bridge_close_cif_short.y4m,0.15,10632.0
1675,pedestrian_area_1080p25_short.y4m,2.88,238000.0
2613,sintel_trailer_2k_720p24_short.y4m,3.83,80904.0
2501,sd_city_4cif_short.y4m,0.97,78152.0
429,sd_city_4cif_short.y4m,6.38,64712.0
3066,sintel_trailer_2k_720p24_short.y4m,0.37,189344.0
2672,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,2.93,805832.0
535,sintel_trailer_2k_720p24_short.y4m,1.98,120192.0
2534,riverbed_1080p25_short.y4m,83.77,251724.0
2163,sd_crew_cif_short.y4m,0.23,27460.0
2430,sd_city_4cif_short.y4m,1.07,47228.0
247,riverbed_1080p25_short.y4m,7.8,111988.0
973,pedestrian_area_1080p25_short.y4m,2.05,252656.0
2177,pedestrian_area_1080p25_short.y4m,17.19,399580.0
2985,Johnny_1280x720_60_short.y4m,11.3,120868.0
2503,pedestrian_area_1080p25_short.y4m,3.72,393124.0
356,blue_sky_1080p25_short.y4m,1.76,271212.0
504,riverbed_1080p25_short.y4m,26.67,227776.0
2458,Johnny_1280x720_60_short.y4m,12.97,333468.0
1510,sd_crew_cif_short.y4m,1.69,26928.0
1845,sd_city_4cif_short.y4m,1.16,145056.0
2404,sintel_trailer_2k_720p24_short.y4m,2.1,119544.0
119,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.34,757524.0
1698,riverbed_1080p25_short.y4m,8.03,251832.0
976,riverbed_1080p25_short.y4m,7.13,251580.0
2434,sd_bridge_close_cif_short.y4m,0.74,15392.0
260,blue_sky_1080p25_short.y4m,2.4,250984.0
2786,sd_bridge_close_cif_short.y4m,0.14,25696.0
931,sd_city_4cif_short.y4m,0.62,40036.0
1000,sintel_trailer_2k_720p24_short.y4m,2.64,127028.0
1980,Johnny_1280x720_60_short.y4m,1.86,194700.0
1315,sintel_trailer_2k_720p24_short.y4m,0.24,131800.0
2227,sintel_trailer_2k_720p24_short.y4m,5.2,93564.0
1960,Johnny_1280x720_60_short.y4m,11.61,126168.0
2751,sd_bridge_close_cif_short.y4m,0.1,11016.0
2751,pedestrian_area_1080p25_short.y4m,1.45,141864.0
227,sd_bridge_close_cif_short.y4m,0.16,23104.0
2407,sd_city_4cif_short.y4m,6.05,57480.0
1384,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,40.39,1103788.0
2605,Johnny_1280x720_60_short.y4m,1.7,188452.0
1617,sd_crew_cif_short.y4m,0.17,27396.0
2109,Johnny_1280x720_60_short.y4m,14.15,301324.0
1197,riverbed_1080p25_short.y4m,4.16,272156.0
1145,sd_bridge_close_cif_short.y4m,0.83,20736.0
1621,sd_bridge_close_cif_short.y4m,0.85,16840.0
3062,sd_bridge_close_cif_short.y4m,0.68,12420.0
37,sd_city_4cif_short.y4m,4.93,59196.0
1861,sd_crew_cif_short.y4m,1.33,16900.0
1398,Johnny_1280x720_60_short.y4m,26.82,57556.0
2585,sd_bridge_close_cif_short.y4m,1.2,13116.0
910,sd_crew_cif_short.y4m,2.18,13052.0
958,Johnny_1280x720_60_short.y4m,8.75,119452.0
1033,riverbed_1080p25_short.y4m,65.25,396632.0
1952,sd_crew_cif_short.y4m,0.22,9888.0
203,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.07,1098088.0
539,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.27,805320.0
270,Johnny_1280x720_60_short.y4m,1.95,194664.0
826,sd_city_4cif_short.y4m,12.42,145792.0
1735,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,58.55,816860.0
2014,sd_crew_cif_short.y4m,1.15,13076.0
2156,Johnny_1280x720_60_short.y4m,14.75,217156.0
2075,sintel_trailer_2k_720p24_short.y4m,2.79,210640.0
1577,pedestrian_area_1080p25_short.y4m,18.05,249172.0
2310,Johnny_1280x720_60_short.y4m,12.78,334400.0
2368,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.58,898624.0
1820,Johnny_1280x720_60_short.y4m,11.38,119732.0
1483,riverbed_1080p25_short.y4m,59.99,373544.0
2308,sd_crew_cif_short.y4m,0.24,13428.0
593,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,33.95,807708.0
1338,pedestrian_area_1080p25_short.y4m,1.95,155048.0
2591,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,58.81,699040.0
2997,sd_crew_cif_short.y4m,2.44,21780.0
2329,riverbed_1080p25_short.y4m,79.96,396352.0
403,sd_bridge_close_cif_short.y4m,0.68,15432.0
665,Johnny_1280x720_60_short.y4m,8.62,120984.0
494,blue_sky_1080p25_short.y4m,14.69,227768.0
1737,sintel_trailer_2k_720p24_short.y4m,3.71,83316.0
1369,sd_bridge_close_cif_short.y4m,0.75,25184.0
126,sd_crew_cif_short.y4m,0.28,23340.0
742,Johnny_1280x720_60_short.y4m,2.02,194288.0
1560,Johnny_1280x720_60_short.y4m,19.69,188240.0
1578,riverbed_1080p25_short.y4m,2.91,222476.0
1759,sd_city_4cif_short.y4m,6.36,61440.0
1778,sd_crew_cif_short.y4m,1.91,13052.0
2007,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,54.3,1193916.0
1163,sd_crew_cif_short.y4m,0.97,12152.0
548,sd_bridge_close_cif_short.y4m,0.66,19388.0
2906,blue_sky_1080p25_short.y4m,14.41,397640.0
2795,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.68,1102400.0
2526,sintel_trailer_2k_720p24_short.y4m,4.41,57112.0
507,sd_city_4cif_short.y4m,4.95,59060.0
2696,Johnny_1280x720_60_short.y4m,11.19,113768.0
1198,sd_bridge_close_cif_short.y4m,0.16,15032.0
1661,sintel_trailer_2k_720p24_short.y4m,0.43,83368.0
733,sd_bridge_close_cif_short.y4m,0.8,25080.0
1224,pedestrian_area_1080p25_short.y4m,1.57,154512.0
2383,sintel_trailer_2k_720p24_short.y4m,3.95,83320.0
1058,sd_bridge_close_cif_short.y4m,0.56,10592.0
1721,blue_sky_1080p25_short.y4m,12.37,155316.0
1744,sintel_trailer_2k_720p24_short.y4m,2.74,198976.0
1478,sd_bridge_close_cif_short.y4m,0.66,23512.0
866,blue_sky_1080p25_short.y4m,11.81,224452.0
2151,Johnny_1280x720_60_short.y4m,2.2,194380.0
1165,riverbed_1080p25_short.y4m,31.9,259492.0
821,Johnny_1280x720_60_short.y4m,9.07,114996.0
1136,sd_crew_cif_short.y4m,0.16,12560.0
2559,sd_city_4cif_short.y4m,13.22,80844.0
1915,sintel_trailer_2k_720p24_short.y4m,0.38,50496.0
516,sd_city_4cif_short.y4m,4.98,59088.0
1692,pedestrian_area_1080p25_short.y4m,35.79,111568.0
1172,Johnny_1280x720_60_short.y4m,10.47,327060.0
2295,Johnny_1280x720_60_short.y4m,1.56,291356.0
2583,sd_bridge_close_cif_short.y4m,1.86,10316.0
1355,Johnny_1280x720_60_short.y4m,1.52,291388.0
712,blue_sky_1080p25_short.y4m,1.35,249928.0
2208,Johnny_1280x720_60_short.y4m,32.96,95892.0
3066,blue_sky_1080p25_short.y4m,2.53,370324.0
1505,blue_sky_1080p25_short.y4m,15.2,179936.0
346,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.83,753276.0
1277,blue_sky_1080p25_short.y4m,2.47,110136.0
1673,pedestrian_area_1080p25_short.y4m,1.37,224276.0
1442,sd_crew_cif_short.y4m,1.1,12216.0
938,riverbed_1080p25_short.y4m,84.5,396684.0
2754,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.4,1099248.0
2973,sd_crew_cif_short.y4m,1.11,12220.0
2767,Johnny_1280x720_60_short.y4m,0.79,121132.0
373,sd_city_4cif_short.y4m,1.38,81036.0
1241,sd_crew_cif_short.y4m,0.21,25676.0
2306,blue_sky_1080p25_short.y4m,1.12,226336.0
1201,Johnny_1280x720_60_short.y4m,1.98,192776.0
1910,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,755784.0
540,sd_bridge_close_cif_short.y4m,0.68,15392.0
1145,sd_crew_cif_short.y4m,1.42,20972.0
1759,sintel_trailer_2k_720p24_short.y4m,2.37,126208.0
1454,sd_bridge_close_cif_short.y4m,0.12,25784.0
1399,riverbed_1080p25_short.y4m,3.26,143616.0
89,sd_crew_cif_short.y4m,0.26,23340.0
1684,sintel_trailer_2k_720p24_short.y4m,0.36,119112.0
81,pedestrian_area_1080p25_short.y4m,3.88,252568.0
2143,sintel_trailer_2k_720p24_short.y4m,2.14,121728.0
1195,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,47.59,1199268.0
102,pedestrian_area_1080p25_short.y4m,3.15,236464.0
1680,pedestrian_area_1080p25_short.y4m,36.79,392896.0
473,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,36.06,809936.0
755,riverbed_1080p25_short.y4m,4.53,422640.0
2788,sd_bridge_close_cif_short.y4m,0.14,25748.0
3035,riverbed_1080p25_short.y4m,34.25,395040.0
2612,riverbed_1080p25_short.y4m,26.9,145632.0
96,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.98,817044.0
2918,sintel_trailer_2k_720p24_short.y4m,1.91,77704.0
631,sd_city_4cif_short.y4m,4.88,58148.0
1848,sd_crew_cif_short.y4m,1.22,16860.0
779,riverbed_1080p25_short.y4m,6.23,159272.0
959,sd_crew_cif_short.y4m,1.05,15304.0
2558,sd_bridge_close_cif_short.y4m,0.1,11852.0
398,pedestrian_area_1080p25_short.y4m,14.38,222076.0
198,sd_bridge_close_cif_short.y4m,0.18,27408.0
2140,sd_crew_cif_short.y4m,1.18,15352.0
148,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.81,1097652.0
1802,sd_city_4cif_short.y4m,5.07,33004.0
1090,sd_crew_cif_short.y4m,0.29,27448.0
1398,blue_sky_1080p25_short.y4m,30.77,111044.0
1887,sd_bridge_close_cif_short.y4m,0.17,25728.0
1168,blue_sky_1080p25_short.y4m,21.81,236972.0
593,sd_bridge_close_cif_short.y4m,0.73,15392.0
2491,Johnny_1280x720_60_short.y4m,14.47,189948.0
74,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.87,753280.0
1050,riverbed_1080p25_short.y4m,28.52,223924.0
2763,blue_sky_1080p25_short.y4m,2.59,237264.0
1562,blue_sky_1080p25_short.y4m,1.65,268936.0
760,riverbed_1080p25_short.y4m,6.02,159228.0
2121,sd_city_4cif_short.y4m,1.1,24592.0
878,riverbed_1080p25_short.y4m,63.53,396300.0
2988,riverbed_1080p25_short.y4m,3.75,160932.0
2762,blue_sky_1080p25_short.y4m,1.58,138588.0
1560,sd_city_4cif_short.y4m,12.64,80212.0
2367,sintel_trailer_2k_720p24_short.y4m,2.22,121828.0
91,riverbed_1080p25_short.y4m,7.7,111136.0
1999,Johnny_1280x720_60_short.y4m,8.47,114740.0
2105,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,49.51,899200.0
1103,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.94,352156.0
572,pedestrian_area_1080p25_short.y4m,15.04,225992.0
2328,sd_bridge_close_cif_short.y4m,0.11,15672.0
382,blue_sky_1080p25_short.y4m,11.45,225740.0
446,blue_sky_1080p25_short.y4m,11.99,226440.0
424,sd_bridge_close_cif_short.y4m,0.81,16912.0
2749,Johnny_1280x720_60_short.y4m,1.01,217956.0
1979,riverbed_1080p25_short.y4m,35.08,254456.0
1682,blue_sky_1080p25_short.y4m,2.79,394904.0
2155,blue_sky_1080p25_short.y4m,14.79,400156.0
2898,blue_sky_1080p25_short.y4m,18.34,253216.0
1822,sd_city_4cif_short.y4m,7.62,88148.0
2561,sintel_trailer_2k_720p24_short.y4m,2.46,84004.0
269,pedestrian_area_1080p25_short.y4m,3.56,251532.0
2621,sd_city_4cif_short.y4m,0.84,86608.0
1943,sd_bridge_close_cif_short.y4m,0.58,10656.0
2409,sd_crew_cif_short.y4m,2.1,13052.0
1537,Johnny_1280x720_60_short.y4m,25.27,82104.0
12,sd_city_4cif_short.y4m,1.33,81036.0
2768,blue_sky_1080p25_short.y4m,2.81,393080.0
640,sd_bridge_close_cif_short.y4m,0.79,25080.0
2875,sintel_trailer_2k_720p24_short.y4m,0.47,58524.0
2677,Johnny_1280x720_60_short.y4m,0.84,80096.0
2655,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.52,900044.0
1193,Johnny_1280x720_60_short.y4m,1.14,80068.0
1578,sintel_trailer_2k_720p24_short.y4m,0.24,120348.0
2010,sd_bridge_close_cif_short.y4m,1.73,14764.0
1173,Johnny_1280x720_60_short.y4m,1.48,291172.0
2367,Johnny_1280x720_60_short.y4m,11.89,120796.0
108,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.73,701124.0
395,sd_bridge_close_cif_short.y4m,0.67,15392.0
1012,pedestrian_area_1080p25_short.y4m,20.48,265452.0
751,sd_crew_cif_short.y4m,2.29,23108.0
2655,blue_sky_1080p25_short.y4m,1.52,247444.0
1800,sd_city_4cif_short.y4m,6.13,158956.0
1966,Johnny_1280x720_60_short.y4m,1.02,126532.0
1512,sintel_trailer_2k_720p24_short.y4m,2.1,197704.0
2081,sd_crew_cif_short.y4m,0.21,25704.0
28,sd_crew_cif_short.y4m,1.04,15304.0
331,sintel_trailer_2k_720p24_short.y4m,0.46,57404.0
927,blue_sky_1080p25_short.y4m,33.55,159028.0
2487,Johnny_1280x720_60_short.y4m,1.03,338300.0
2523,blue_sky_1080p25_short.y4m,2.61,252524.0
1084,sd_bridge_close_cif_short.y4m,0.12,22324.0
213,pedestrian_area_1080p25_short.y4m,3.78,396856.0
1420,riverbed_1080p25_short.y4m,3.57,397876.0
362,pedestrian_area_1080p25_short.y4m,24.4,265292.0
1152,pedestrian_area_1080p25_short.y4m,1.6,139156.0
2904,Johnny_1280x720_60_short.y4m,1.05,327912.0
1734,sd_crew_cif_short.y4m,1.17,15400.0
2361,sintel_trailer_2k_720p24_short.y4m,4.31,58104.0
2216,sd_crew_cif_short.y4m,1.11,15456.0
2352,Johnny_1280x720_60_short.y4m,8.71,120000.0
2222,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.31,574076.0
2785,sd_bridge_close_cif_short.y4m,0.14,27504.0
1273,Johnny_1280x720_60_short.y4m,10.51,328648.0
228,sd_city_4cif_short.y4m,1.26,81200.0
2770,pedestrian_area_1080p25_short.y4m,3.19,157336.0
2497,sd_bridge_close_cif_short.y4m,1.01,16868.0
1992,sd_bridge_close_cif_short.y4m,0.68,15480.0
2081,sintel_trailer_2k_720p24_short.y4m,0.37,187828.0
3064,sd_bridge_close_cif_short.y4m,0.94,25252.0
770,blue_sky_1080p25_short.y4m,3.0,159256.0
1451,sd_crew_cif_short.y4m,0.12,21504.0
864,riverbed_1080p25_short.y4m,6.68,238000.0
2110,sd_city_4cif_short.y4m,0.64,55904.0
2557,sd_crew_cif_short.y4m,1.98,13100.0
1757,sd_bridge_close_cif_short.y4m,0.15,15100.0
1938,sintel_trailer_2k_720p24_short.y4m,3.55,188668.0
2899,sintel_trailer_2k_720p24_short.y4m,0.29,137824.0
1316,sintel_trailer_2k_720p24_short.y4m,0.47,83616.0
1709,sd_bridge_close_cif_short.y4m,0.07,11832.0
1286,pedestrian_area_1080p25_short.y4m,16.76,246648.0
2230,sintel_trailer_2k_720p24_short.y4m,1.99,120644.0
1024,pedestrian_area_1080p25_short.y4m,3.53,157668.0
2177,sintel_trailer_2k_720p24_short.y4m,2.61,199032.0
2041,riverbed_1080p25_short.y4m,27.84,223924.0
2009,sd_bridge_close_cif_short.y4m,0.15,15032.0
52,riverbed_1080p25_short.y4m,27.65,227976.0
2915,pedestrian_area_1080p25_short.y4m,1.45,226192.0
2815,sd_crew_cif_short.y4m,1.31,16804.0
1049,Johnny_1280x720_60_short.y4m,0.84,83192.0
1700,riverbed_1080p25_short.y4m,6.13,111732.0
2968,blue_sky_1080p25_short.y4m,1.74,271272.0
1478,riverbed_1080p25_short.y4m,28.6,370952.0
121,pedestrian_area_1080p25_short.y4m,3.16,238264.0
2644,blue_sky_1080p25_short.y4m,14.27,397592.0
749,sd_city_4cif_short.y4m,5.47,40780.0
48,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.18,807596.0
1976,sd_bridge_close_cif_short.y4m,0.18,27336.0
412,Johnny_1280x720_60_short.y4m,11.19,114820.0
1161,pedestrian_area_1080p25_short.y4m,3.37,159280.0
471,sd_city_4cif_short.y4m,5.26,60624.0
1383,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,46.43,818196.0
207,sd_crew_cif_short.y4m,0.26,27464.0
1407,pedestrian_area_1080p25_short.y4m,3.5,111072.0
2854,Johnny_1280x720_60_short.y4m,2.12,302648.0
1844,sd_city_4cif_short.y4m,6.31,158792.0
488,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,31.47,809756.0
1804,pedestrian_area_1080p25_short.y4m,19.73,395688.0
2866,riverbed_1080p25_short.y4m,3.03,159196.0
2782,sd_crew_cif_short.y4m,0.23,13416.0
160,sd_city_4cif_short.y4m,0.86,86500.0
1832,riverbed_1080p25_short.y4m,29.56,227760.0
258,riverbed_1080p25_short.y4m,7.34,250928.0
1520,blue_sky_1080p25_short.y4m,1.71,419404.0
747,sintel_trailer_2k_720p24_short.y4m,0.38,126780.0
653,sd_city_4cif_short.y4m,4.85,57480.0
2273,sd_crew_cif_short.y4m,1.56,21864.0
1417,sd_bridge_close_cif_short.y4m,0.76,14148.0
835,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,96.18,1099064.0
1312,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,62.03,1005228.0
2083,blue_sky_1080p25_short.y4m,2.3,96764.0
1472,sd_bridge_close_cif_short.y4m,1.14,13076.0
181,Johnny_1280x720_60_short.y4m,2.02,193464.0
767,blue_sky_1080p25_short.y4m,12.12,157632.0
2886,riverbed_1080p25_short.y4m,33.43,397644.0
