config_id,workload,time,max-resident-set-size
2308,sintel_trailer_2k_720p24_short.y4m,0.45,81160.0
403,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.01,811604.0
2935,sd_city_4cif_short.y4m,0.51,61560.0
2434,pedestrian_area_1080p25_short.y4m,15.96,225940.0
2589,sd_crew_cif_short.y4m,1.13,15304.0
970,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.9,1102880.0
1252,sintel_trailer_2k_720p24_short.y4m,2.16,120280.0
1339,sd_crew_cif_short.y4m,1.16,16728.0
3097,sd_crew_cif_short.y4m,0.23,15088.0
271,pedestrian_area_1080p25_short.y4m,3.57,251532.0
2543,sd_city_4cif_short.y4m,15.48,26880.0
2968,sintel_trailer_2k_720p24_short.y4m,0.3,136116.0
1404,Johnny_1280x720_60_short.y4m,1.2,221388.0
154,blue_sky_1080p25_short.y4m,2.82,251568.0
156,sd_bridge_close_cif_short.y4m,0.19,23076.0
1015,riverbed_1080p25_short.y4m,27.35,144036.0
2490,pedestrian_area_1080p25_short.y4m,14.94,157096.0
328,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,113.05,406048.0
1674,sd_crew_cif_short.y4m,0.12,17108.0
595,sd_city_4cif_short.y4m,0.52,58400.0
2056,sd_bridge_close_cif_short.y4m,0.71,11572.0
563,riverbed_1080p25_short.y4m,27.64,225936.0
1390,Johnny_1280x720_60_short.y4m,12.4,326476.0
3018,Johnny_1280x720_60_short.y4m,12.65,326092.0
1306,sd_crew_cif_short.y4m,0.22,25752.0
2686,sd_bridge_close_cif_short.y4m,0.76,25128.0
360,blue_sky_1080p25_short.y4m,2.88,251032.0
889,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.27,806604.0
1252,riverbed_1080p25_short.y4m,30.38,224040.0
512,sd_city_4cif_short.y4m,5.96,58212.0
2387,Johnny_1280x720_60_short.y4m,13.88,298420.0
1919,riverbed_1080p25_short.y4m,4.2,396576.0
291,sintel_trailer_2k_720p24_short.y4m,0.37,127220.0
1176,sd_bridge_close_cif_short.y4m,0.64,12676.0
2211,riverbed_1080p25_short.y4m,30.43,252840.0
2114,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,42.66,574808.0
2191,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.74,1006380.0
754,Johnny_1280x720_60_short.y4m,0.78,122488.0
2590,sd_crew_cif_short.y4m,2.13,13152.0
2372,riverbed_1080p25_short.y4m,35.37,397640.0
3082,sintel_trailer_2k_720p24_short.y4m,0.5,94752.0
471,sd_crew_cif_short.y4m,1.03,15408.0
2454,sd_crew_cif_short.y4m,0.16,12892.0
492,sd_city_4cif_short.y4m,4.88,58680.0
2384,sd_crew_cif_short.y4m,1.17,16860.0
1767,Johnny_1280x720_60_short.y4m,11.0,288544.0
2978,sd_city_4cif_short.y4m,7.62,161088.0
1561,sintel_trailer_2k_720p24_short.y4m,0.34,119980.0
1871,sd_city_4cif_short.y4m,6.57,42072.0
2822,sd_crew_cif_short.y4m,0.24,25740.0
2971,sd_city_4cif_short.y4m,1.23,81040.0
283,Johnny_1280x720_60_short.y4m,1.95,193700.0
2228,blue_sky_1080p25_short.y4m,11.6,225988.0
1507,sintel_trailer_2k_720p24_short.y4m,3.83,198332.0
2873,sd_crew_cif_short.y4m,0.17,27472.0
350,blue_sky_1080p25_short.y4m,1.73,265632.0
2432,sd_crew_cif_short.y4m,0.26,10892.0
3015,sd_bridge_close_cif_short.y4m,1.14,26832.0
1450,pedestrian_area_1080p25_short.y4m,2.82,236460.0
1539,riverbed_1080p25_short.y4m,26.22,145664.0
3051,blue_sky_1080p25_short.y4m,16.33,395004.0
1106,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.65,1098364.0
1864,blue_sky_1080p25_short.y4m,2.64,182136.0
2259,pedestrian_area_1080p25_short.y4m,15.01,374096.0
212,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.13,1096240.0
1619,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,86.02,754344.0
717,sd_city_4cif_short.y4m,0.8,86556.0
1018,riverbed_1080p25_short.y4m,5.57,159204.0
3013,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,40.88,580292.0
581,sd_city_4cif_short.y4m,4.98,59204.0
2700,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.13,814560.0
542,sd_city_4cif_short.y4m,5.08,59200.0
1369,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,40.06,1103864.0
2731,sd_bridge_close_cif_short.y4m,0.81,17396.0
855,sintel_trailer_2k_720p24_short.y4m,4.2,83352.0
623,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,31.87,805560.0
2901,blue_sky_1080p25_short.y4m,2.94,251572.0
3066,sd_city_4cif_short.y4m,1.2,145384.0
2697,Johnny_1280x720_60_short.y4m,1.17,127748.0
1111,sd_bridge_close_cif_short.y4m,0.82,11576.0
1748,sintel_trailer_2k_720p24_short.y4m,0.42,81232.0
3043,sintel_trailer_2k_720p24_short.y4m,0.41,128292.0
1556,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.55,1007240.0
3098,sd_crew_cif_short.y4m,0.21,15012.0
1673,riverbed_1080p25_short.y4m,2.9,224272.0
2316,blue_sky_1080p25_short.y4m,2.75,111984.0
2851,blue_sky_1080p25_short.y4m,2.85,251748.0
417,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,66.7,573480.0
1487,blue_sky_1080p25_short.y4m,11.47,223936.0
1627,sd_city_4cif_short.y4m,5.51,40784.0
794,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.85,753280.0
628,sintel_trailer_2k_720p24_short.y4m,0.24,120052.0
934,sd_bridge_close_cif_short.y4m,1.86,14856.0
1766,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,43.81,579344.0
2706,sd_bridge_close_cif_short.y4m,1.2,13200.0
2307,riverbed_1080p25_short.y4m,43.13,255488.0
825,sd_city_4cif_short.y4m,0.58,56020.0
2176,Johnny_1280x720_60_short.y4m,1.98,194712.0
1238,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.21,806024.0
23,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.88,754532.0
132,riverbed_1080p25_short.y4m,7.84,251032.0
1020,sintel_trailer_2k_720p24_short.y4m,0.26,198364.0
2648,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.5,1196132.0
3010,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.26,752776.0
1614,Johnny_1280x720_60_short.y4m,11.93,121984.0
2625,pedestrian_area_1080p25_short.y4m,2.02,420752.0
1985,riverbed_1080p25_short.y4m,32.95,156908.0
817,blue_sky_1080p25_short.y4m,30.52,157088.0
2951,Johnny_1280x720_60_short.y4m,11.08,133672.0
2612,sintel_trailer_2k_720p24_short.y4m,1.79,77696.0
1025,sd_city_4cif_short.y4m,0.54,40944.0
1989,sd_crew_cif_short.y4m,1.04,15304.0
1575,sd_bridge_close_cif_short.y4m,1.54,26852.0
3048,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35.3,578048.0
982,pedestrian_area_1080p25_short.y4m,2.04,254836.0
347,sd_city_4cif_short.y4m,1.38,81036.0
1648,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.57,807768.0
236,Johnny_1280x720_60_short.y4m,1.16,218300.0
1665,sintel_trailer_2k_720p24_short.y4m,3.95,128932.0
1146,Johnny_1280x720_60_short.y4m,0.82,120420.0
319,pedestrian_area_1080p25_short.y4m,3.76,252568.0
1039,Johnny_1280x720_60_short.y4m,1.69,81284.0
1623,pedestrian_area_1080p25_short.y4m,3.05,237992.0
1029,riverbed_1080p25_short.y4m,36.07,252104.0
1923,sd_city_4cif_short.y4m,16.48,80844.0
694,sd_crew_cif_short.y4m,2.24,25120.0
1624,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,59.88,903892.0
1834,sd_crew_cif_short.y4m,1.2,16860.0
1515,sd_city_4cif_short.y4m,10.64,144644.0
2242,riverbed_1080p25_short.y4m,7.13,182424.0
171,sd_city_4cif_short.y4m,1.41,81040.0
1298,sd_crew_cif_short.y4m,0.23,13372.0
1762,pedestrian_area_1080p25_short.y4m,2.93,251792.0
1193,sintel_trailer_2k_720p24_short.y4m,0.29,84372.0
1350,blue_sky_1080p25_short.y4m,16.71,424280.0
2204,Johnny_1280x720_60_short.y4m,1.27,338404.0
1829,sd_bridge_close_cif_short.y4m,1.51,26808.0
698,riverbed_1080p25_short.y4m,3.58,398424.0
2483,blue_sky_1080p25_short.y4m,11.28,140316.0
895,blue_sky_1080p25_short.y4m,33.29,181824.0
1246,blue_sky_1080p25_short.y4m,13.19,157100.0
101,sd_crew_cif_short.y4m,0.28,23340.0
1993,sd_bridge_close_cif_short.y4m,0.62,15432.0
1324,sd_city_4cif_short.y4m,11.96,25580.0
3070,blue_sky_1080p25_short.y4m,1.22,157296.0
1846,sintel_trailer_2k_720p24_short.y4m,0.37,126772.0
2849,sintel_trailer_2k_720p24_short.y4m,2.42,129168.0
1805,pedestrian_area_1080p25_short.y4m,22.88,397296.0
1985,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,39.6,578392.0
2178,pedestrian_area_1080p25_short.y4m,24.79,270524.0
1316,sd_crew_cif_short.y4m,0.24,13420.0
363,sintel_trailer_2k_720p24_short.y4m,0.29,137728.0
1945,sintel_trailer_2k_720p24_short.y4m,4.5,58308.0
559,blue_sky_1080p25_short.y4m,11.52,223932.0
459,sd_crew_cif_short.y4m,1.04,15308.0
2086,sintel_trailer_2k_720p24_short.y4m,0.34,126652.0
2443,sd_crew_cif_short.y4m,1.21,15352.0
525,riverbed_1080p25_short.y4m,27.65,225888.0
1140,Johnny_1280x720_60_short.y4m,10.11,78724.0
709,sd_crew_cif_short.y4m,0.13,15636.0
2051,pedestrian_area_1080p25_short.y4m,3.3,180196.0
989,sd_crew_cif_short.y4m,0.12,12892.0
700,sintel_trailer_2k_720p24_short.y4m,0.35,120852.0
2971,sintel_trailer_2k_720p24_short.y4m,0.4,128292.0
416,sintel_trailer_2k_720p24_short.y4m,1.97,121004.0
2080,sd_city_4cif_short.y4m,6.54,35456.0
496,riverbed_1080p25_short.y4m,32.64,395644.0
586,sd_crew_cif_short.y4m,1.07,15304.0
1517,riverbed_1080p25_short.y4m,31.47,180036.0
2627,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.33,806232.0
883,sd_city_4cif_short.y4m,16.18,80848.0
357,Johnny_1280x720_60_short.y4m,25.24,193512.0
2221,Johnny_1280x720_60_short.y4m,14.68,126244.0
826,blue_sky_1080p25_short.y4m,26.26,371500.0
1526,sintel_trailer_2k_720p24_short.y4m,0.38,126704.0
738,riverbed_1080p25_short.y4m,3.94,252596.0
1132,blue_sky_1080p25_short.y4m,2.68,374116.0
2736,sd_crew_cif_short.y4m,1.24,20844.0
3079,sd_bridge_close_cif_short.y4m,1.27,26884.0
791,sd_crew_cif_short.y4m,2.82,14840.0
2594,blue_sky_1080p25_short.y4m,18.18,152860.0
2664,sintel_trailer_2k_720p24_short.y4m,2.7,211624.0
1423,sintel_trailer_2k_720p24_short.y4m,0.29,137388.0
2586,sd_crew_cif_short.y4m,1.03,15276.0
907,sd_bridge_close_cif_short.y4m,0.16,13460.0
695,pedestrian_area_1080p25_short.y4m,1.56,245360.0
3088,sd_city_4cif_short.y4m,0.51,59252.0
1864,Johnny_1280x720_60_short.y4m,1.86,92412.0
1875,sd_city_4cif_short.y4m,1.39,81036.0
1325,pedestrian_area_1080p25_short.y4m,40.61,392604.0
3066,pedestrian_area_1080p25_short.y4m,3.08,374068.0
238,sd_bridge_close_cif_short.y4m,0.17,23104.0
2831,blue_sky_1080p25_short.y4m,1.58,394120.0
1379,blue_sky_1080p25_short.y4m,1.52,155688.0
1053,sd_crew_cif_short.y4m,0.17,25792.0
216,sd_city_4cif_short.y4m,1.4,148900.0
1072,Johnny_1280x720_60_short.y4m,14.28,83912.0
1923,sd_bridge_close_cif_short.y4m,1.71,22496.0
2309,Johnny_1280x720_60_short.y4m,11.23,116304.0
2991,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,48.92,1195140.0
1725,sd_city_4cif_short.y4m,12.27,24188.0
2542,sd_city_4cif_short.y4m,1.03,145920.0
1810,sd_crew_cif_short.y4m,1.13,12752.0
2827,Johnny_1280x720_60_short.y4m,1.89,93612.0
2999,sd_bridge_close_cif_short.y4m,0.15,27404.0
2309,pedestrian_area_1080p25_short.y4m,16.6,225800.0
1879,pedestrian_area_1080p25_short.y4m,17.68,249404.0
646,sintel_trailer_2k_720p24_short.y4m,1.98,119752.0
2707,pedestrian_area_1080p25_short.y4m,14.32,138960.0
389,sd_city_4cif_short.y4m,5.94,59152.0
2638,sintel_trailer_2k_720p24_short.y4m,2.5,202080.0
2041,sd_bridge_close_cif_short.y4m,0.69,15396.0
2536,riverbed_1080p25_short.y4m,5.51,159524.0
2862,riverbed_1080p25_short.y4m,37.78,182236.0
1470,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.77,1199492.0
27,riverbed_1080p25_short.y4m,27.69,223928.0
1413,blue_sky_1080p25_short.y4m,2.21,250720.0
2243,blue_sky_1080p25_short.y4m,2.5,111988.0
1616,sd_bridge_close_cif_short.y4m,1.0,21684.0
2970,sd_crew_cif_short.y4m,0.26,23340.0
175,riverbed_1080p25_short.y4m,7.69,251036.0
2769,sintel_trailer_2k_720p24_short.y4m,0.25,82708.0
1505,sd_bridge_close_cif_short.y4m,0.79,14044.0
2709,sintel_trailer_2k_720p24_short.y4m,4.06,58240.0
265,sd_crew_cif_short.y4m,0.17,22496.0
708,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.54,810268.0
2372,sintel_trailer_2k_720p24_short.y4m,2.6,200380.0
1322,sd_bridge_close_cif_short.y4m,0.87,15260.0
189,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,1098412.0
1655,sintel_trailer_2k_720p24_short.y4m,0.39,126832.0
757,riverbed_1080p25_short.y4m,63.56,181832.0
1008,pedestrian_area_1080p25_short.y4m,15.71,226024.0
1255,sintel_trailer_2k_720p24_short.y4m,3.89,126780.0
1691,sd_crew_cif_short.y4m,0.26,10888.0
142,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,94.35,753096.0
1706,sd_crew_cif_short.y4m,2.76,22740.0
2110,sd_crew_cif_short.y4m,0.13,15540.0
2303,sd_city_4cif_short.y4m,11.14,41608.0
2111,sd_bridge_close_cif_short.y4m,0.13,25744.0
2306,Johnny_1280x720_60_short.y4m,0.82,122232.0
372,sd_crew_cif_short.y4m,0.28,23348.0
1091,pedestrian_area_1080p25_short.y4m,25.41,270908.0
1181,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,75.67,700940.0
944,sd_crew_cif_short.y4m,1.1,12472.0
2322,riverbed_1080p25_short.y4m,34.92,399460.0
2893,sd_city_4cif_short.y4m,9.08,90684.0
699,Johnny_1280x720_60_short.y4m,20.29,291100.0
1325,sintel_trailer_2k_720p24_short.y4m,4.18,199012.0
1095,sintel_trailer_2k_720p24_short.y4m,0.46,199464.0
1537,pedestrian_area_1080p25_short.y4m,33.75,157088.0
593,blue_sky_1080p25_short.y4m,11.67,223928.0
1567,sd_crew_cif_short.y4m,1.27,25064.0
840,riverbed_1080p25_short.y4m,7.86,253452.0
1650,riverbed_1080p25_short.y4m,7.13,111784.0
69,sintel_trailer_2k_720p24_short.y4m,0.4,125836.0
721,sintel_trailer_2k_720p24_short.y4m,0.25,82488.0
1952,sintel_trailer_2k_720p24_short.y4m,0.38,50504.0
1765,pedestrian_area_1080p25_short.y4m,27.92,158968.0
2033,sintel_trailer_2k_720p24_short.y4m,2.99,80908.0
1085,sd_bridge_close_cif_short.y4m,1.26,27164.0
2279,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,47.21,755768.0
1542,riverbed_1080p25_short.y4m,27.82,222072.0
3047,sd_city_4cif_short.y4m,0.66,42120.0
1598,sd_bridge_close_cif_short.y4m,0.98,16828.0
873,sintel_trailer_2k_720p24_short.y4m,0.43,200420.0
518,pedestrian_area_1080p25_short.y4m,14.34,225632.0
2947,sd_bridge_close_cif_short.y4m,0.8,16960.0
1895,riverbed_1080p25_short.y4m,41.94,270332.0
2907,sd_crew_cif_short.y4m,0.17,27416.0
1529,sd_bridge_close_cif_short.y4m,0.55,10780.0
444,sd_city_4cif_short.y4m,6.27,63164.0
1543,pedestrian_area_1080p25_short.y4m,19.32,246652.0
13,riverbed_1080p25_short.y4m,6.97,251040.0
259,sd_bridge_close_cif_short.y4m,0.15,23060.0
334,pedestrian_area_1080p25_short.y4m,2.23,269532.0
175,sd_crew_cif_short.y4m,0.26,23344.0
1100,pedestrian_area_1080p25_short.y4m,2.12,156280.0
2226,pedestrian_area_1080p25_short.y4m,3.83,111940.0
2741,sd_crew_cif_short.y4m,1.76,26944.0
978,sintel_trailer_2k_720p24_short.y4m,0.44,200404.0
2731,blue_sky_1080p25_short.y4m,15.49,245540.0
377,blue_sky_1080p25_short.y4m,11.27,225944.0
459,riverbed_1080p25_short.y4m,27.64,225940.0
1195,sintel_trailer_2k_720p24_short.y4m,2.61,209148.0
2725,Johnny_1280x720_60_short.y4m,30.63,93564.0
294,blue_sky_1080p25_short.y4m,1.71,268980.0
1795,blue_sky_1080p25_short.y4m,14.69,398284.0
912,Johnny_1280x720_60_short.y4m,26.36,194532.0
2590,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,79.66,573864.0
799,blue_sky_1080p25_short.y4m,1.31,158212.0
2272,sintel_trailer_2k_720p24_short.y4m,2.78,136320.0
1629,sd_city_4cif_short.y4m,5.69,85076.0
431,sintel_trailer_2k_720p24_short.y4m,2.64,126820.0
3001,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.11,898656.0
1941,Johnny_1280x720_60_short.y4m,1.82,194348.0
915,sd_crew_cif_short.y4m,0.25,23340.0
1231,sd_city_4cif_short.y4m,1.15,42708.0
2451,blue_sky_1080p25_short.y4m,1.75,268908.0
1701,blue_sky_1080p25_short.y4m,2.34,157336.0
662,Johnny_1280x720_60_short.y4m,8.67,121656.0
1521,sd_bridge_close_cif_short.y4m,0.18,10604.0
493,sd_city_4cif_short.y4m,4.87,58604.0
2791,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.07,1201836.0
286,sintel_trailer_2k_720p24_short.y4m,0.4,126828.0
335,sd_crew_cif_short.y4m,0.28,23340.0
1067,riverbed_1080p25_short.y4m,6.42,159564.0
2477,sd_bridge_close_cif_short.y4m,0.1,12692.0
818,sd_city_4cif_short.y4m,12.4,144832.0
768,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.14,1102928.0
876,sd_bridge_close_cif_short.y4m,1.33,13076.0
485,blue_sky_1080p25_short.y4m,11.81,224436.0
1797,Johnny_1280x720_60_short.y4m,11.26,131912.0
387,sd_bridge_close_cif_short.y4m,0.73,15392.0
529,sd_bridge_close_cif_short.y4m,0.76,15392.0
16,sd_bridge_close_cif_short.y4m,0.18,10680.0
1383,sd_bridge_close_cif_short.y4m,0.83,21692.0
553,blue_sky_1080p25_short.y4m,1.17,226188.0
677,riverbed_1080p25_short.y4m,5.77,157748.0
3075,sd_bridge_close_cif_short.y4m,0.2,10652.0
1722,blue_sky_1080p25_short.y4m,2.95,396860.0
2271,Johnny_1280x720_60_short.y4m,1.52,291272.0
888,Johnny_1280x720_60_short.y4m,0.96,83240.0
1080,sd_city_4cif_short.y4m,0.94,40852.0
1132,sd_bridge_close_cif_short.y4m,0.16,25756.0
681,sintel_trailer_2k_720p24_short.y4m,4.1,51200.0
1147,sd_bridge_close_cif_short.y4m,0.69,15392.0
1010,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.31,1104704.0
1145,blue_sky_1080p25_short.y4m,17.16,253264.0
2469,blue_sky_1080p25_short.y4m,14.94,181964.0
2932,riverbed_1080p25_short.y4m,39.74,267592.0
3051,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,47.05,1098020.0
1302,sd_bridge_close_cif_short.y4m,0.16,10656.0
2209,blue_sky_1080p25_short.y4m,2.25,159224.0
439,Johnny_1280x720_60_short.y4m,24.22,94492.0
2242,blue_sky_1080p25_short.y4m,2.72,180548.0
1992,sd_crew_cif_short.y4m,1.06,15400.0
1718,sd_city_4cif_short.y4m,8.99,167220.0
2768,Johnny_1280x720_60_short.y4m,2.09,302412.0
2414,sd_crew_cif_short.y4m,0.24,27392.0
828,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,84.19,573780.0
2030,pedestrian_area_1080p25_short.y4m,32.95,371880.0
2469,sd_crew_cif_short.y4m,1.24,13632.0
2462,riverbed_1080p25_short.y4m,32.37,255532.0
2252,sintel_trailer_2k_720p24_short.y4m,1.97,77588.0
1814,sintel_trailer_2k_720p24_short.y4m,1.93,186084.0
1819,Johnny_1280x720_60_short.y4m,1.81,93476.0
2715,sd_city_4cif_short.y4m,6.35,34236.0
2380,sd_crew_cif_short.y4m,1.37,16908.0
2825,sd_city_4cif_short.y4m,6.11,159004.0
315,pedestrian_area_1080p25_short.y4m,2.24,265636.0
1108,sintel_trailer_2k_720p24_short.y4m,4.0,126776.0
36,sd_crew_cif_short.y4m,1.05,15304.0
464,Johnny_1280x720_60_short.y4m,8.65,119972.0
1806,Johnny_1280x720_60_short.y4m,1.58,192724.0
1968,sd_crew_cif_short.y4m,1.95,21916.0
2534,sd_city_4cif_short.y4m,16.52,80848.0
880,blue_sky_1080p25_short.y4m,18.6,420484.0
1821,sd_city_4cif_short.y4m,1.09,27152.0
960,Johnny_1280x720_60_short.y4m,14.33,333108.0
195,riverbed_1080p25_short.y4m,8.1,396856.0
2692,sintel_trailer_2k_720p24_short.y4m,0.24,119940.0
610,blue_sky_1080p25_short.y4m,11.51,225852.0
1673,sintel_trailer_2k_720p24_short.y4m,0.24,120048.0
3023,Johnny_1280x720_60_short.y4m,2.01,193460.0
952,sd_crew_cif_short.y4m,2.35,14708.0
277,blue_sky_1080p25_short.y4m,2.8,251576.0
2436,sintel_trailer_2k_720p24_short.y4m,2.91,85172.0
427,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.59,897988.0
2158,sd_bridge_close_cif_short.y4m,0.96,25120.0
2819,blue_sky_1080p25_short.y4m,17.11,178496.0
2314,sd_crew_cif_short.y4m,0.26,27372.0
527,pedestrian_area_1080p25_short.y4m,14.57,225744.0
1827,sintel_trailer_2k_720p24_short.y4m,0.37,52500.0
2312,pedestrian_area_1080p25_short.y4m,39.92,251564.0
1610,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,30.4,518052.0
769,sintel_trailer_2k_720p24_short.y4m,0.47,81172.0
996,sd_crew_cif_short.y4m,0.25,25812.0
1771,Johnny_1280x720_60_short.y4m,14.68,214168.0
1210,sd_crew_cif_short.y4m,0.13,17148.0
1678,blue_sky_1080p25_short.y4m,18.3,419332.0
2038,riverbed_1080p25_short.y4m,7.57,180248.0
1655,sd_crew_cif_short.y4m,0.27,23340.0
2391,riverbed_1080p25_short.y4m,7.37,113372.0
100,sd_bridge_close_cif_short.y4m,0.17,23108.0
345,sd_crew_cif_short.y4m,3.09,22736.0
1087,sintel_trailer_2k_720p24_short.y4m,3.82,126184.0
1048,riverbed_1080p25_short.y4m,4.74,265664.0
2667,sintel_trailer_2k_720p24_short.y4m,0.21,121880.0
2613,sd_bridge_close_cif_short.y4m,1.24,13124.0
2294,riverbed_1080p25_short.y4m,5.56,157412.0
1469,Johnny_1280x720_60_short.y4m,14.66,214248.0
2419,sd_bridge_close_cif_short.y4m,0.13,25692.0
747,blue_sky_1080p25_short.y4m,2.85,251796.0
3082,pedestrian_area_1080p25_short.y4m,3.75,182112.0
287,sd_bridge_close_cif_short.y4m,0.13,23104.0
7,sd_crew_cif_short.y4m,0.27,27460.0
168,sd_bridge_close_cif_short.y4m,0.18,27408.0
2775,sd_city_4cif_short.y4m,1.12,40072.0
2124,blue_sky_1080p25_short.y4m,2.75,251796.0
1385,sd_city_4cif_short.y4m,6.63,159036.0
590,riverbed_1080p25_short.y4m,27.7,223888.0
217,Johnny_1280x720_60_short.y4m,1.25,339472.0
1954,sd_bridge_close_cif_short.y4m,0.13,15448.0
200,sd_bridge_close_cif_short.y4m,0.18,27412.0
332,blue_sky_1080p25_short.y4m,3.66,110840.0
2827,riverbed_1080p25_short.y4m,5.88,180204.0
2370,blue_sky_1080p25_short.y4m,1.19,226172.0
2325,riverbed_1080p25_short.y4m,31.28,223984.0
488,sd_bridge_close_cif_short.y4m,0.67,15388.0
2031,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,62.7,1005224.0
225,pedestrian_area_1080p25_short.y4m,3.59,251580.0
249,blue_sky_1080p25_short.y4m,2.99,251036.0
1629,sd_crew_cif_short.y4m,1.17,20800.0
222,riverbed_1080p25_short.y4m,8.11,393128.0
2881,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.52,1096004.0
2246,sd_crew_cif_short.y4m,0.21,15088.0
145,sd_city_4cif_short.y4m,1.38,81040.0
2054,sd_city_4cif_short.y4m,0.87,165984.0
2808,Johnny_1280x720_60_short.y4m,24.55,194584.0
2963,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.89,899692.0
1263,Johnny_1280x720_60_short.y4m,2.03,302472.0
2110,pedestrian_area_1080p25_short.y4m,1.55,228004.0
1563,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,49.55,1195708.0
2456,riverbed_1080p25_short.y4m,29.7,225940.0
2077,riverbed_1080p25_short.y4m,3.84,397856.0
1434,riverbed_1080p25_short.y4m,37.35,419296.0
1565,sintel_trailer_2k_720p24_short.y4m,3.01,210716.0
298,sd_bridge_close_cif_short.y4m,0.16,23108.0
2952,sd_city_4cif_short.y4m,7.13,64432.0
2740,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,55.81,818120.0
1775,blue_sky_1080p25_short.y4m,14.84,223916.0
1251,pedestrian_area_1080p25_short.y4m,1.84,396020.0
1016,pedestrian_area_1080p25_short.y4m,3.24,373832.0
193,Johnny_1280x720_60_short.y4m,2.03,302620.0
995,sd_city_4cif_short.y4m,7.66,158924.0
2428,Johnny_1280x720_60_short.y4m,1.01,218332.0
698,blue_sky_1080p25_short.y4m,1.54,396516.0
320,sintel_trailer_2k_720p24_short.y4m,0.4,125840.0
2910,pedestrian_area_1080p25_short.y4m,19.74,246808.0
2020,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.33,572552.0
2099,sd_crew_cif_short.y4m,0.13,15684.0
2820,sd_city_4cif_short.y4m,0.53,36516.0
915,sd_bridge_close_cif_short.y4m,0.16,23104.0
998,riverbed_1080p25_short.y4m,57.68,159004.0
1943,Johnny_1280x720_60_short.y4m,8.26,77172.0
1996,blue_sky_1080p25_short.y4m,3.29,182132.0
443,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.3,898452.0
1783,sd_bridge_close_cif_short.y4m,1.27,10356.0
3037,sd_crew_cif_short.y4m,2.91,26912.0
1565,sd_bridge_close_cif_short.y4m,1.21,26944.0
1426,Johnny_1280x720_60_short.y4m,1.12,214172.0
2538,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.69,1005880.0
