sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,216000,27000,realtime = 1 AND lossless = 1 AND FrameBoost = 1,lossless==1 AND FrameBoost==1 AND realtime==1,0,1.0,1.0,1.0,0
random_2,34,2,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==0 AND Threads==10 AND cpuUsed==0,0,0.0,0.0,0.0,0
random_5,85,9,realtime = 1 AND AutoAltRef = 1 AND FrameBoost = 1,lossless==1 AND Threads==4 AND cpuUsed==4,0,0.0,0.0,0.0,0
random_10,170,16,good = 1 AND AutoAltRef = 1 AND FrameBoost = 1,FrameBoost==1 AND realtime==0 AND AutoAltRef==1,0,1.0,1.0,1.0,0
random_20,340,48,good = 1 AND lossless = 1 AND FrameBoost = 1,lossless==1 AND FrameBoost==1 AND realtime==0,0,1.0,1.0,1.0,0
2-wise,52,5,good = 1 AND AutoAltRef = 1 AND FrameBoost = 1,Threads==2 AND off==1,0,0.0,0.0,0.0,0
3-wise,242,32,realtime = 1 AND AutoAltRef = 1 AND FrameBoost = 1,FrameBoost==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,0
4-wise,947,115,good = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==0 AND AutoAltRef==1,0,1.0,1.0,1.0,0
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,10
random_2,34,4,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,Threads==4 AND AutoAltRef==1 AND variableBitrate==1,0,0.0,0.0,0.0,10
random_5,85,9,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,bitRate==300 AND Threads==6 AND AutoAltRef==0,0,0.0,0.0,0.0,10
random_10,170,19,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,Threads==6 AND cyclicRefresh==1 AND constrainedQuality==1,0,0.0,0.0,0.0,10
random_20,340,32,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,10
2-wise,51,3,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,bitRate==1200 AND cpuUsed==2,0,0.0,0.0,0.0,10
3-wise,244,35,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,10
4-wise,945,118,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,10
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,11
random_2,34,8,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lagInFrames==8 AND TileColumns==0 AND realtime==0,0,0.0,0.0,0.0,11
random_5,85,15,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND TileColumns==6 AND AutoAltRef==0,0,0.0,0.0,0.0,11
random_10,170,18,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,bitRate==300 AND Threads==4 AND AutoAltRef==0,0,0.0,0.0,0.0,11
random_20,340,48,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,11
2-wise,51,7,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lagInFrames==16 AND bitRate==600,0,0.0,0.0,0.0,11
3-wise,241,25,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,complexity==0,1,0.2167487684729064,0.1235955056179775,0.88,11
