n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
1000,25,31990.86909719876,124,X_6==1 AND X_10==1 AND X_2==2 AND X_7==1,-0.6912179728335066 <= X_2 < -0.31697976339468337  AND  X_7 >= 0.9063628549164529  AND  X_6 >= 0.8864052604279141  AND  X_10 >= 0.8544611203725827,0,1.0,1.0,1.0,37,32.81598114967346
3000,25,46553.4999849743,323,X_9==1 AND X_20==0 AND X_1==8 AND X_0==16,X_0 >= 1.4815220259765984  AND  X_9 >= 0.910641692809486  AND  -0.8990652167748988 <= X_20 < 1.1122663643769999  AND  0.2995848145726044 <= X_1 < 1.8323146269244497,4,1.0,1.0,1.0,37,141.79327964782715
10000,25,29455.214578233143,1236,X_10==1 AND X_1==16 AND X_15==1 AND X_12==1,X_1 >= 1.4852712387606402  AND  X_12 >= 0.9039859641036294  AND  X_10 >= 0.8909107548425679  AND  X_3 >= -0.7585537641030766  AND  X_15 >= 0.9126031858261673,1,0.8869878433138226,1.0,0.7969255663430421,37,278.94416666030884
30000,25,35720.08830273103,3663,X_21==1 AND X_0==4 AND X_15==1 AND X_12==1,-0.37016456285038923 <= X_0 < 0.4001690573574858  AND  X_12 >= 0.9083168734108983  AND  X_15 >= 0.902404140358993  AND  X_21 >= 0.9039859641038938  AND  X_2 < 1.811150585408325  AND  -1.0023360619185362 <= X_19 < 0.9976693825481141,1,0.5730424620179196,1.0,0.4015834015834015,37,2950.7415018081665
1000,25,36388.56945379466,155,X_10==0 AND X_13==0 AND X_15==1 AND X_24==1,-0.8774460122564764 <= X_10 < 1.1396712572986416  AND  X_15 >= 0.8990652167748837  AND  -0.9398080502819496 <= X_13 < 1.064047067590011  AND  X_24 >= 0.9379228369755694,0,1.0,1.0,1.0,38,33.80147743225098
3000,25,41107.28599316797,368,X_22==0 AND X_3==1 AND X_20==1 AND X_19==1,X_19 >= 0.8948297537046919  AND  X_3 < -0.6901358716277464  AND  X_20 >= 0.900885232922913  AND  -0.9180151647722411 <= X_22 < 1.0893066240883444,0,1.0,1.0,1.0,38,128.42558813095093
10000,25,40662.92423305707,1224,X_22==1 AND X_10==0 AND X_11==0 AND X_1==4,-0.38873083413321524 <= X_1 < 0.3677020013079508  AND  -0.9052652067842714 <= X_10 < 1.1046486626301855  AND  -0.9085613645728714 <= X_11 < 1.100641122319812  AND  X_22 >= 0.9122351435497619  AND  X_16 >= 0.9823556371090483,1,0.6753246753246753,1.0,0.5098039215686274,38,354.05278635025024
30000,25,30453.57111057032,3672,X_21==0 AND X_3==1 AND X_15==1 AND X_6==1,X_3 < -0.6824654799154873  AND  X_6 >= 0.9013710624210863  AND  X_15 >= 0.8978534841434034  AND  -0.9075837188308674 <= X_21 < 1.101826728765149  AND  X_17 >= 1.0007336024194002  AND  -1.001935205840702 <= X_8 < 0.9980685319476446,3,0.4059040590405904,1.0,0.2546296296296296,38,2991.4978864192963
1000,25,40189.913944766085,106,X_20==1 AND X_2==8 AND X_18==0 AND X_1==8,X_20 >= 0.8936224880110955  AND  0.3015783125339205 <= X_1 < 1.8314619525284441  AND  0.36471878682940306 <= X_2 < 1.9661185094612492  AND  -0.9173988370120301 <= X_18 < 1.090038443101821,0,1.0,1.0,1.0,39,30.657464027404785
3000,25,48296.01434895575,458,X_14==0 AND X_10==0 AND X_24==1 AND X_17==1,-0.8996715658601976 <= X_14 < 1.1115167333801843  AND  X_17 >= 0.9143223239741538  AND  X_24 >= 0.9008852329229128  AND  -0.9137080416200216 <= X_10 < 1.0944415004020038,1,1.0,1.0,1.0,39,159.06987047195437
