rule,sg_samples,sg_coverage,rule_num_predicates,rule_features_used
PAGESIZE >= 4.00 AND HAVE_CRYPTO AND NOT HAVE_REPLICATION.1 AND NOT HAVE_VERIFY.1,1024,0.4,4,"['PAGESIZE', 'HAVE_CRYPTO', 'HAVE_REPLICATION', 'HAVE_VERIFY']"
PAGESIZE >= 4.00 AND NOT HAVE_CRYPTO AND HAVE_REPLICATION.1,256,0.1,3,"['PAGESIZE', 'HAVE_CRYPTO', 'HAVE_REPLICATION']"
PAGESIZE = 32.00 AND HAVE_CRYPTO AND NOT HAVE_HASH.1 AND NOT HAVE_REPLICATION.1 AND NOT HAVE_VERIFY.1,256,0.1,5,"['HAVE_HASH', 'HAVE_CRYPTO', 'HAVE_REPLICATION', 'PAGESIZE', 'HAVE_VERIFY']"
HAVE_CRYPTO AND NOT HAVE_HASH.1 AND NOT HAVE_REPLICATION.1 AND NOT HAVE_SEQUENCE.1 AND NOT HAVE_VERIFY.1,1280,0.5,5,"['HAVE_HASH', 'HAVE_CRYPTO', 'HAVE_REPLICATION', 'HAVE_SEQUENCE', 'HAVE_VERIFY']"
NOT HAVE_HASH AND PAGESIZE >= 4.00 AND NOT HAVE_CRYPTO,1024,0.4,3,"['PAGESIZE', 'HAVE_CRYPTO', 'HAVE_HASH']"
