rule,sg_samples,sg_coverage,rule_num_predicates,rule_features_used
PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,256,0.1,3,"['PAGESIZE', 'HAVE_CRYPTO', 'DIAGNOSTIC']"
HAVE_HASH.1==0 AND PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,256,0.1,4,"['HAVE_HASH', 'PAGESIZE', 'HAVE_CRYPTO', 'DIAGNOSTIC']"
HAVE_HASH.1==0 AND HAVE_STATISTICS.1==0 AND PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,256,0.1,5,"['HAVE_STATISTICS', 'PAGESIZE', 'DIAGNOSTIC', 'HAVE_HASH', 'HAVE_CRYPTO']"
HAVE_HASH.1==0 AND HAVE_SEQUENCE.1==0 AND PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,256,0.1,5,"['HAVE_SEQUENCE', 'PAGESIZE', 'DIAGNOSTIC', 'HAVE_HASH', 'HAVE_CRYPTO']"
HAVE_HASH.1==0 AND HAVE_REPLICATION.1==0 AND PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,256,0.1,5,"['HAVE_REPLICATION', 'PAGESIZE', 'DIAGNOSTIC', 'HAVE_HASH', 'HAVE_CRYPTO']"
