sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,60000,7500,max = 1 AND none = 1 AND polly_no_tiling = 1,polly_no_tiling==0,0,0.0,0.0,0.0,0
random_2,46,4,memory_based = 1 AND polly_no_tiling = 1 AND polly_opt_simplify_deps = 1,pollyoptmaxcoefficient_1==0 AND value_based==1 AND polly_no_tiling==1,0,0.0,0.0,0.0,0
random_5,115,21,parallel_force = 1 AND polly_parallel = 1 AND value_based = 1,pollyoptmaxcoefficient_1000==0 AND pollyoptmaxcoefficient_10000==0 AND parallel_force==0,0,0.0,0.0,0.0,0
random_10,230,33,max = 1 AND memory_based = 1 AND polly = 1,pollyoptmaxconstantterm_1==0 AND pollyoptmaxconstantterm_100==0 AND min==1 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,0
random_20,460,54,polly_no_tiling = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_1==0 AND pollyoptmaxconstantterm_1==0 AND pollyrtcmaxparameters==2,0,0.087719298245614,0.0833333333333333,0.0925925925925925,0
2-wise,54,7,min = 1 AND polly = 1 AND polly_opt_simplify_deps = 1,pollyoptmaxconstantterm_10==0 AND polly==0,0,0.0,0.0,0.0,0
3-wise,257,31,max = 1 AND memory_based = 1 AND polly_no_tiling = 1,pollyoptmaxconstantterm_100==0 AND value_based==1 AND parallel==0,0,0.0,0.0,0.0,0
4-wise,943,160,parallel = 1 AND polly = 1 AND polly_parallel = 1,parallel==0,0,0.0,0.0,0.0,0
full,60000,7500,none = 1 AND polly_no_tiling = 1 AND value_based = 1,polly_no_tiling==0,0,0.0,0.0,0.0,10
random_2,46,5,none = 1 AND polly_no_tiling = 1 AND value_based = 1,pollyoptmaxcoefficient_1==0 AND pollyoptmaxconstantterm_100==0 AND polly_opt_simplify_deps==1,0,0.0,0.0,0.0,10
random_5,115,12,none = 1 AND polly_no_tiling = 1 AND value_based = 1,pollyoptmaxcoefficient_1==0 AND polly_no_tiling==0,0,0.0,0.0,0.0,10
random_10,230,21,none = 1 AND polly_no_tiling = 1 AND value_based = 1,pollyoptmaxcoefficient_10000==0 AND pollyoptmaxconstantterm_1000==0 AND value_based==0 AND min==1,0,0.0,0.0,0.0,10
random_20,460,53,none = 1 AND polly_no_tiling = 1 AND value_based = 1,pollyoptmaxcoefficient_100==0 AND value_based==0 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,10
2-wise,52,5,none = 1 AND polly_no_tiling = 1 AND value_based = 1,pollyoptmaxconstantterm_10==0 AND parallel==0 AND polly==1,0,0.0,0.0,0.0,10
3-wise,247,33,none = 1 AND polly_no_tiling = 1 AND value_based = 1,value_based==0,0,0.0,0.0,0.0,10
4-wise,960,135,none = 1 AND polly_no_tiling = 1 AND value_based = 1,polly==1,0,0.0,0.0,0.0,10
full,60000,7500,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,value_based==0,0,0.0,0.0,0.0,11
random_2,46,4,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_10==0 AND pollyoptmaxconstantterm_1==0 AND pollyoptmaxconstantterm_10==0 AND polly_parallel==1,0,0.0,0.0,0.0,11
random_5,115,12,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxconstantterm_1000==0 AND polly_no_tiling==0 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,11
random_10,230,27,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxconstantterm_1==0 AND min==0 AND polly_parallel==1,0,0.0,0.0,0.0,11
random_20,460,65,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_100==0 AND pollyoptmaxcoefficient_1000==0 AND value_based==0 AND parallel==0,0,0.0,0.0,0.0,11
2-wise,60,4,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_10==0 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,11
3-wise,250,26,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_10==0 AND pollyoptmaxconstantterm_10000==0 AND polly==1 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,11
4-wise,952,109,min = 1 AND polly_opt_simplify_deps = 1 AND value_based = 1,pollyoptmaxcoefficient_1==0 AND value_based==0,0,0.0,0.0,0.0,11
full,60000,10000,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,parallel==0,0,0.0,0.0,0.0,12
random_2,46,6,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,pollyoptmaxconstantterm_1000==0 AND parallel==0 AND polly==0 AND polly_no_tiling==1,0,0.0,0.0,0.0,12
random_5,115,19,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,pollyoptmaxcoefficient_1==0 AND pollyoptmaxcoefficient_100==0 AND pollyoptmaxconstantterm_10000==0 AND parallel==0,0,0.0,0.0,0.0,12
random_10,230,36,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,pollyoptmaxconstantterm_1000==0 AND pollyrtcmaxparameters==8,4,0.081081081081081,0.0789473684210526,0.0833333333333333,12
random_20,460,90,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,value_based==1 AND parallel==0 AND polly_opt_simplify_deps==0,0,0.0,0.0,0.0,12
2-wise,55,9,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,polly_parallel==0,0,0.0,0.0,0.0,12
3-wise,252,41,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,pollyoptmaxcoefficient_100==0 AND min==1 AND parallel==0 AND polly_opt_simplify_deps==1,0,0.0,0.0,0.0,12
4-wise,945,160,parallel = 1 AND polly_opt_simplify_deps = 1 AND polly_parallel = 1,pollyoptmaxcoefficient_10000==0 AND pollyoptmaxconstantterm_1==0 AND pollyoptmaxconstantterm_10000==0 AND polly_parallel==0,0,0.0,0.0,0.0,12
full,60000,10000,max = 1 AND polly_parallel = 1 AND value_based = 1,min==1,0,0.0,0.0,0.0,13
random_2,46,11,max = 1 AND polly_parallel = 1 AND value_based = 1,pollyoptmaxcoefficient_1000==0 AND pollyoptmaxconstantterm_1000==0 AND value_based==0,0,0.0,0.0,0.0,13
random_5,115,25,max = 1 AND polly_parallel = 1 AND value_based = 1,pollyoptmaxconstantterm_1==0 AND value_based==0 AND parallel_force==0,0,0.0,0.0,0.0,13
random_10,230,38,max = 1 AND polly_parallel = 1 AND value_based = 1,pollyoptmaxcoefficient_10==0 AND value_based==0 AND parallel==0,0,0.0,0.0,0.0,13
random_20,460,80,max = 1 AND polly_parallel = 1 AND value_based = 1,min==1,0,0.0,0.0,0.0,13
2-wise,48,10,max = 1 AND polly_parallel = 1 AND value_based = 1,pollyoptmaxcoefficient_10000==0 AND pollyoptmaxconstantterm_1==0 AND value_based==0,0,0.0,0.0,0.0,13
