num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
10,1024,5,0.08428571428571428,0.175,0.175,0.625,"['licm', 'instcombine', 'inline', 'gvn']","[('licm', 4), ('instcombine', 3), ('inline', 2), ('gvn', 4)]",4,2.6,3.0,2.0
