num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
14,2304,5,0.04787581699346405,0.17291666666666666,0.14444444444444446,0.5989583333333334,"['PostSmooting', 'cells_50', 'cells_55', 'GradientSolver', 'SeqSOR', 'cells_52', 'SeqGS', 'cells_51', 'cells_53', 'cells_54']","[('PostSmooting', 1), ('cells_50', 1), ('cells_55', 1), ('GradientSolver', 1), ('SeqSOR', 3), ('cells_52', 1), ('SeqGS', 2), ('cells_51', 1), ('cells_53', 1), ('cells_54', 3)]",10,3.0,4.0,2.0
