num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
31,13485,5,0.16831575744050142,0.3004105090311987,0.28867630700778646,0.8269929551353356,"['bs_256x1', 'bs_64x1', 'bs_128x2', 'bs_512x2', 'pixelPerThread', 'bs_256x4', 'bs_32x8', 'bs_32x4', 'Array2D', 'TextureMemory', 'bs_128x8', 'bs_32x16', 'bs_64x4', 'bs_128x1', 'LocalMemory', 'OpenCL', 'bs_1024x1', 'bs_32x32', 'bs_128x4', 'bs_32x2', 'bs_32x1', 'bs_64x16', 'bs_64x2']","[('bs_256x1', 1), ('bs_64x1', 1), ('bs_128x2', 3), ('bs_512x2', 2), ('pixelPerThread', 1), ('bs_256x4', 1), ('bs_32x8', 2), ('bs_32x4', 2), ('Array2D', 1), ('TextureMemory', 1), ('bs_128x8', 1), ('bs_32x16', 1), ('bs_64x4', 3), ('bs_128x1', 3), ('LocalMemory', 4), ('OpenCL', 1), ('bs_1024x1', 4), ('bs_32x32', 1), ('bs_128x4', 1), ('bs_32x2', 2), ('bs_32x1', 2), ('bs_64x16', 1), ('bs_64x2', 3)]",23,8.4,12.0,5.0
