num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
16,2560,5,0.125,0.3,0.3,0.9,"['HAVE_HASH', 'HAVE_CRYPTO', 'HAVE_REPLICATION', 'PAGESIZE', 'HAVE_SEQUENCE', 'HAVE_VERIFY']","[('HAVE_HASH', 3), ('HAVE_CRYPTO', 5), ('HAVE_REPLICATION', 4), ('PAGESIZE', 4), ('HAVE_SEQUENCE', 1), ('HAVE_VERIFY', 3)]",6,4.0,5.0,3.0
