num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
10,432,5,0.06804577857209435,0.2265873015873016,0.2277777777777778,0.8240740740740741,"['level', 'compressionLrzip', 'compressionBzip2', 'encryption', 'compression', 'compressionGzip', 'compressionLzo']","[('level', 3), ('compressionLrzip', 2), ('compressionBzip2', 2), ('encryption', 1), ('compression', 2), ('compressionGzip', 2), ('compressionLzo', 1)]",7,2.6,3.0,2.0
