config_id,workload,time,max-resident-set-size
109,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,12.83,308956
109,QF_AUFBV_891_sqlite3.smt2,61.77,68752
109,QF_RDL_orb08_888.smt2,7.91,68880
109,QF_UFLIA_xs_23_43.smt2,20.65,536000
109,QF_BV_bench_3176.smt2,26.27,565072
109,LRA_formula_277.smt2,2.68,34352
109,AUFNIRA_z3.637557.smt2,15.61,2644548
109,QF_UF_PEQ018_size6.smt2,48.03,1097208
109,QF_LIA_tightrhombus,4.67,36032
109,QF_BV_bench_935.smt2,8.12,483988
110,QF_BV_bench_3176.smt2,38.51,636084
110,AUFNIRA_z3.637557.smt2,323.77,2772780
110,QF_UFLIA_xs_23_43.smt2,36.6,604060
110,QF_BV_bench_935.smt2,27.51,502132
110,QF_AUFBV_891_sqlite3.smt2,48.62,1001216
110,QF_LIA_tightrhombus,4.74,37156
110,QF_UF_PEQ018_size6.smt2,208.32,1139068
110,LRA_formula_277.smt2,1.8,34572
110,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.25,184876
110,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.22,40940
110,QF_RDL_orb08_888.smt2,9,75468
110,QF_NRA_hong_9.smt2,5.68,39908
111,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.18,184880
111,AUFNIRA_z3.637557.smt2,324.96,2771596
111,QF_NRA_hong_9.smt2,5.71,40024
111,QF_BV_bench_935.smt2,27.82,502220
111,QF_RDL_orb08_888.smt2,9.05,75464
111,QF_UFLIA_xs_23_43.smt2,36.91,604080
111,LRA_formula_277.smt2,1.8,34572
111,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.22,40936
111,QF_BV_bench_3176.smt2,42.15,636596
111,QF_UF_PEQ018_size6.smt2,208.39,1138824
111,QF_LIA_tightrhombus,4.72,37156
111,QF_AUFBV_891_sqlite3.smt2,48.38,999928
112,QF_LIA_tightrhombus,6.08,35740
112,QF_BV_bench_935.smt2,415.9,3482092
112,QF_UFLIA_xs_23_43.smt2,14.57,50740
112,LRA_formula_277.smt2,4.57,34008
112,QF_BV_bench_3176.smt2,840.15,3777728
112,QF_NRA_hong_9.smt2,3.23,36724
112,QF_AUFBV_891_sqlite3.smt2,107.88,1943772
112,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.94,34324
112,QF_RDL_orb08_888.smt2,8.41,43072
112,QF_UF_PEQ018_size6.smt2,19.01,36676
112,AUFNIRA_z3.637557.smt2,60.51,1631236
112,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.96,34900
113,QF_BV_bench_935.smt2,27.99,502208
113,QF_LIA_tightrhombus,4.72,37148
113,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.25,40916
113,QF_NRA_hong_9.smt2,5.68,39968
113,AUFNIRA_z3.637557.smt2,325.45,2773932
113,QF_UFLIA_xs_23_43.smt2,37.08,604072
113,QF_RDL_orb08_888.smt2,9,75480
113,LRA_formula_277.smt2,1.78,34576
113,QF_AUFBV_891_sqlite3.smt2,49.3,1000380
113,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.35,184880
113,QF_UF_PEQ018_size6.smt2,209.86,1138760
113,QF_BV_bench_3176.smt2,38.79,636144
114,QF_UFLIA_xs_23_43.smt2,36.74,604164
114,QF_BV_bench_3176.smt2,38.89,636152
114,QF_UF_PEQ018_size6.smt2,207.2,1138772
114,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.22,184880
114,QF_LIA_tightrhombus,4.74,37152
114,AUFNIRA_z3.637557.smt2,326.11,2775504
114,LRA_formula_277.smt2,1.78,34572
114,QF_NRA_hong_9.smt2,5.71,40024
114,QF_RDL_orb08_888.smt2,8.97,75468
114,QF_BV_bench_935.smt2,28.56,502208
114,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.24,40940
114,QF_AUFBV_891_sqlite3.smt2,49.1,1000016
115,QF_NRA_hong_9.smt2,5.69,39912
115,QF_BV_bench_935.smt2,17.38,505964
115,QF_UFLIA_xs_23_43.smt2,37.14,607020
115,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.95,41040
115,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.15,184780
115,AUFNIRA_z3.637557.smt2,496.71,2700568
115,QF_BV_bench_3176.smt2,31.22,636084
115,QF_LIA_tightrhombus,4.63,36940
115,QF_AUFBV_891_sqlite3.smt2,16.68,533536
115,QF_RDL_orb08_888.smt2,7.85,75552
115,QF_UF_PEQ018_size6.smt2,185.9,1138600
115,LRA_formula_277.smt2,1.76,34680
116,QF_UF_PEQ018_size6.smt2,208.87,1139260
116,QF_RDL_orb08_888.smt2,8.94,75592
116,QF_UFLIA_xs_23_43.smt2,36.23,604084
116,QF_AUFBV_891_sqlite3.smt2,50.3,1000104
116,LRA_formula_277.smt2,1.79,34576
116,QF_LIA_tightrhombus,4.72,37156
116,QF_BV_bench_935.smt2,28.41,502240
116,AUFNIRA_z3.637557.smt2,326.11,2773676
116,QF_BV_bench_3176.smt2,39.11,636592
116,QF_NRA_hong_9.smt2,5.7,40020
116,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.17,184880
116,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.21,40940
117,QF_BV_bench_935.smt2,28.62,502132
117,QF_LIA_tightrhombus,4.74,37156
117,QF_UFLIA_xs_23_43.smt2,36.56,604464
117,QF_UF_PEQ018_size6.smt2,208.13,1138832
117,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.14,184880
117,QF_AUFBV_891_sqlite3.smt2,49.38,1000084
117,AUFNIRA_z3.637557.smt2,323.68,2772400
117,QF_RDL_orb08_888.smt2,8.97,75384
117,QF_BV_bench_3176.smt2,38.87,636284
117,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40932
117,QF_NRA_hong_9.smt2,5.68,39976
117,LRA_formula_277.smt2,1.78,34584
118,QF_UF_PEQ018_size6.smt2,208.7,1138836
118,QF_BV_bench_935.smt2,27.63,502132
118,QF_BV_bench_3176.smt2,37.79,636264
118,QF_NRA_hong_9.smt2,5.69,39908
118,QF_AUFBV_891_sqlite3.smt2,48.39,999980
118,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.21,40940
118,QF_LIA_tightrhombus,4.71,37152
118,AUFNIRA_z3.637557.smt2,325.53,2774124
118,QF_UFLIA_xs_23_43.smt2,36.42,604344
118,LRA_formula_277.smt2,1.78,34576
118,QF_RDL_orb08_888.smt2,9.04,75468
118,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.17,184880
119,LRA_formula_277.smt2,4.57,34004
119,QF_BV_bench_3176.smt2,730.51,3592088
119,QF_UF_PEQ018_size6.smt2,19.12,36680
119,QF_RDL_orb08_888.smt2,8.39,43072
119,QF_NRA_hong_9.smt2,3.21,36724
119,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,8.01,34896
119,QF_LIA_tightrhombus,6.08,35744
119,QF_UFLIA_xs_23_43.smt2,14.57,50764
119,AUFNIRA_z3.637557.smt2,60.92,1630572
119,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,9.01,34328
119,QF_AUFBV_891_sqlite3.smt2,99.34,1942128
119,QF_BV_bench_935.smt2,426.05,3267188
120,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.27,184876
120,QF_UF_PEQ018_size6.smt2,208.72,1138764
120,QF_RDL_orb08_888.smt2,9.02,75476
120,QF_UFLIA_xs_23_43.smt2,36.85,604088
120,QF_NRA_hong_9.smt2,5.68,39900
120,QF_LIA_tightrhombus,4.75,37152
120,QF_AUFBV_891_sqlite3.smt2,58.67,999924
120,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40916
120,LRA_formula_277.smt2,1.79,34572
120,AUFNIRA_z3.637557.smt2,325,2773200
120,QF_BV_bench_3176.smt2,37.02,636068
120,QF_BV_bench_935.smt2,27.17,502124
121,QF_NRA_hong_9.smt2,5.73,39904
121,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.21,184880
121,QF_RDL_orb08_888.smt2,9.03,75464
121,QF_LIA_tightrhombus,4.71,37156
121,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40940
121,QF_BV_bench_3176.smt2,37.95,636488
121,LRA_formula_277.smt2,1.78,34576
121,AUFNIRA_z3.637557.smt2,325.99,2776056
121,QF_UF_PEQ018_size6.smt2,207.55,1138840
121,QF_AUFBV_891_sqlite3.smt2,46.33,1001612
121,QF_BV_bench_935.smt2,27.69,502132
121,QF_UFLIA_xs_23_43.smt2,36.98,604060
122,QF_NRA_hong_9.smt2,5.68,39960
122,QF_LIA_tightrhombus,4.63,36940
122,QF_BV_bench_935.smt2,16.45,505824
122,QF_RDL_orb08_888.smt2,7.94,75400
122,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.95,41036
122,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.12,184780
122,AUFNIRA_z3.637557.smt2,495.6,2702792
122,QF_UF_PEQ018_size6.smt2,185.77,1138784
122,QF_UFLIA_xs_23_43.smt2,36.74,607180
122,LRA_formula_277.smt2,1.76,34680
122,QF_AUFBV_891_sqlite3.smt2,15.38,532668
122,QF_BV_bench_3176.smt2,27.52,636128
123,QF_UF_PEQ018_size6.smt2,209.24,1139032
123,LRA_formula_277.smt2,1.81,34576
123,QF_BV_bench_935.smt2,27.26,502204
123,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.19,184956
123,QF_AUFBV_891_sqlite3.smt2,46.96,1000920
123,QF_BV_bench_3176.smt2,37.98,636084
123,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40940
123,QF_LIA_tightrhombus,4.73,37152
123,AUFNIRA_z3.637557.smt2,324.43,2774388
123,QF_UFLIA_xs_23_43.smt2,36.47,604060
123,QF_NRA_hong_9.smt2,5.7,39904
123,QF_RDL_orb08_888.smt2,9.02,75468
124,QF_UF_PEQ018_size6.smt2,208.66,1138760
124,QF_UFLIA_xs_23_43.smt2,36.7,604248
124,LRA_formula_277.smt2,1.81,34588
124,AUFNIRA_z3.637557.smt2,323.99,2775092
124,QF_AUFBV_891_sqlite3.smt2,46.35,999028
124,QF_BV_bench_3176.smt2,37.93,636164
124,QF_NRA_hong_9.smt2,5.75,39960
124,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.21,40932
124,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.19,184884
124,QF_BV_bench_935.smt2,27.76,502052
124,QF_LIA_tightrhombus,4.74,37156
124,QF_RDL_orb08_888.smt2,8.98,75388
125,LRA_formula_277.smt2,4.55,34008
125,QF_BV_bench_3176.smt2,719.85,2907464
125,QF_NRA_hong_9.smt2,3.19,36728
125,QF_BV_bench_935.smt2,425.5,2632764
125,QF_LIA_tightrhombus,6.16,35744
125,QF_RDL_orb08_888.smt2,8.47,43076
125,AUFNIRA_z3.637557.smt2,60.61,1630588
125,QF_UF_PEQ018_size6.smt2,19.01,36676
125,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.99,34900
125,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.88,34324
125,QF_AUFBV_891_sqlite3.smt2,100.63,1942432
125,QF_UFLIA_xs_23_43.smt2,14.6,50744
126,QF_UFLIA_xs_23_43.smt2,36.93,604072
126,QF_BV_bench_3176.smt2,39.57,636536
126,LRA_formula_277.smt2,1.81,34576
126,QF_LIA_tightrhombus,4.73,37152
126,AUFNIRA_z3.637557.smt2,324.76,2774120
126,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.17,184872
126,QF_BV_bench_935.smt2,26.47,502212
126,QF_UF_PEQ018_size6.smt2,207.55,1138792
126,QF_AUFBV_891_sqlite3.smt2,47.56,1000648
126,QF_RDL_orb08_888.smt2,8.98,75480
126,QF_NRA_hong_9.smt2,5.68,39968
126,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.19,40916
127,QF_UF_PEQ018_size6.smt2,208.36,1138768
127,QF_AUFBV_891_sqlite3.smt2,47.21,1001000
127,AUFNIRA_z3.637557.smt2,324.69,2773192
127,QF_NRA_hong_9.smt2,5.69,40020
127,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.2,184880
127,QF_BV_bench_3176.smt2,38,636288
127,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40940
127,QF_LIA_tightrhombus,4.73,37152
127,QF_RDL_orb08_888.smt2,8.92,75572
127,QF_BV_bench_935.smt2,27.82,502216
127,QF_UFLIA_xs_23_43.smt2,36.55,604084
127,LRA_formula_277.smt2,1.78,34576
128,QF_UF_PEQ018_size6.smt2,185.81,1138620
128,QF_NRA_hong_9.smt2,5.69,39912
128,QF_LIA_tightrhombus,4.63,36940
128,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.15,184780
128,LRA_formula_277.smt2,1.76,34684
128,QF_RDL_orb08_888.smt2,7.89,75404
128,QF_AUFBV_891_sqlite3.smt2,15.85,533820
128,QF_BV_bench_3176.smt2,27.96,636144
128,QF_BV_bench_935.smt2,16.62,505988
128,QF_UFLIA_xs_23_43.smt2,37.1,607040
128,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.95,41032
128,AUFNIRA_z3.637557.smt2,494.51,2704680
129,QF_NRA_hong_9.smt2,5.69,40020
129,QF_UF_PEQ018_size6.smt2,206.77,1139004
129,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.26,40940
129,QF_BV_bench_3176.smt2,37.96,636380
129,QF_UFLIA_xs_23_43.smt2,36.84,604084
129,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.15,184876
129,QF_AUFBV_891_sqlite3.smt2,48.33,999636
129,QF_LIA_tightrhombus,4.72,37152
129,AUFNIRA_z3.637557.smt2,324.69,2772764
129,QF_BV_bench_935.smt2,27.5,502156
129,LRA_formula_277.smt2,1.79,34576
129,QF_RDL_orb08_888.smt2,9.02,75468
130,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.24,40932
130,QF_UF_PEQ018_size6.smt2,208.33,1138836
130,LRA_formula_277.smt2,1.78,34588
130,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.22,184884
130,AUFNIRA_z3.637557.smt2,324.59,2772020
130,QF_BV_bench_3176.smt2,37.97,636284
130,QF_AUFBV_891_sqlite3.smt2,47.96,999888
130,QF_LIA_tightrhombus,4.75,37152
130,QF_RDL_orb08_888.smt2,9,75384
130,QF_BV_bench_935.smt2,27.61,502204
130,QF_UFLIA_xs_23_43.smt2,36.48,604244
130,QF_NRA_hong_9.smt2,5.71,39980
131,QF_UFLIA_xs_23_43.smt2,14.57,50764
131,QF_BV_bench_3176.smt2,832.86,3767420
131,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.92,34316
131,QF_BV_bench_935.smt2,414.71,3482228
131,LRA_formula_277.smt2,4.55,34000
131,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.93,34900
131,QF_NRA_hong_9.smt2,3.24,36764
131,QF_RDL_orb08_888.smt2,8.43,43056
131,QF_UF_PEQ018_size6.smt2,19.13,36672
131,QF_AUFBV_891_sqlite3.smt2,108.35,1942252
131,QF_LIA_tightrhombus,6.11,35740
131,AUFNIRA_z3.637557.smt2,60.73,1632704
132,QF_LIA_tightrhombus,6.09,35744
132,QF_UFLIA_xs_23_43.smt2,14.48,50740
132,QF_UF_PEQ018_size6.smt2,19.06,36676
132,QF_NRA_hong_9.smt2,3.2,36728
132,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.89,34900
132,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.94,34324
132,QF_RDL_orb08_888.smt2,8.46,43076
132,QF_AUFBV_891_sqlite3.smt2,108.8,1943556
132,AUFNIRA_z3.637557.smt2,60.6,1630864
132,QF_BV_bench_935.smt2,414.75,3486484
132,QF_BV_bench_3176.smt2,840.09,3788860
132,LRA_formula_277.smt2,4.56,34008
133,QF_BV_bench_935.smt2,408.46,3482396
133,QF_LIA_tightrhombus,5.98,35208
133,QF_AUFBV_891_sqlite3.smt2,26.75,1009908
133,QF_UF_PEQ018_size6.smt2,5.37,36336
133,LRA_formula_277.smt2,4.54,33996
133,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.76,34132
133,QF_NRA_hong_9.smt2,3.19,36744
133,QF_RDL_orb08_888.smt2,7.28,42012
133,AUFNIRA_z3.637557.smt2,7.29,1644000
133,QF_BV_bench_3176.smt2,642.57,3775832
133,QF_UFLIA_xs_23_43.smt2,7.92,46728
133,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,2.29,34740
134,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.9,34324
134,LRA_formula_277.smt2,4.56,34008
134,QF_NRA_hong_9.smt2,3.23,36728
134,QF_BV_bench_3176.smt2,818.41,3779672
134,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.9,34896
134,QF_AUFBV_891_sqlite3.smt2,108.31,1942508
134,QF_LIA_tightrhombus,6.07,35744
134,QF_RDL_orb08_888.smt2,8.37,43076
134,AUFNIRA_z3.637557.smt2,59.68,1630992
134,QF_BV_bench_935.smt2,416.89,3484848
134,QF_UFLIA_xs_23_43.smt2,14.59,50740
134,QF_UF_PEQ018_size6.smt2,19.15,36680
135,QF_BV_bench_3176.smt2,9.67,171228
135,QF_AUFBV_891_sqlite3.smt2,116.64,1942376
135,AUFNIRA_z3.637557.smt2,60.77,1632120
135,QF_RDL_orb08_888.smt2,8.47,43064
135,QF_LIA_tightrhombus,9.11,47916
135,QF_UFLIA_xs_23_43.smt2,14.62,50748
135,LRA_formula_277.smt2,4.55,34008
135,QF_BV_bench_935.smt2,3.98,161128
135,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.89,34204
135,QF_UF_PEQ018_size6.smt2,14.2,35388
135,QF_NRA_hong_9.smt2,3.19,36732
135,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.91,34896
136,QF_RDL_orb08_888.smt2,9,75480
136,LRA_formula_277.smt2,1.78,34572
136,AUFNIRA_z3.637557.smt2,324.75,2772080
136,QF_NRA_hong_9.smt2,5.77,39968
136,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.21,40916
136,QF_UFLIA_xs_23_43.smt2,36.6,604072
136,QF_BV_bench_3176.smt2,39.55,636304
136,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.18,184916
136,QF_LIA_tightrhombus,4.72,37148
136,QF_UF_PEQ018_size6.smt2,207.7,1138916
136,QF_BV_bench_935.smt2,28.46,502212
136,QF_AUFBV_891_sqlite3.smt2,63.23,999012
137,QF_BV_bench_3176.smt2,31.29,636196
137,QF_AUFBV_891_sqlite3.smt2,16.97,534608
137,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.17,184776
137,LRA_formula_277.smt2,1.76,34680
137,QF_BV_bench_935.smt2,17.39,505980
137,QF_LIA_tightrhombus,4.62,36932
137,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.95,41020
137,QF_RDL_orb08_888.smt2,7.89,75400
137,QF_UF_PEQ018_size6.smt2,186.79,1138612
137,QF_NRA_hong_9.smt2,5.68,39908
137,AUFNIRA_z3.637557.smt2,495.51,2702216
137,QF_UFLIA_xs_23_43.smt2,37.14,607020
138,QF_AUFBV_891_sqlite3.smt2,50.14,999952
138,QF_NRA_hong_9.smt2,5.7,39968
138,QF_BV_bench_935.smt2,28.41,502216
138,QF_UFLIA_xs_23_43.smt2,36.26,604072
138,AUFNIRA_z3.637557.smt2,322.63,2773436
138,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.22,184876
138,QF_RDL_orb08_888.smt2,8.91,75596
138,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.27,40916
138,QF_UF_PEQ018_size6.smt2,207.77,1139028
138,QF_LIA_tightrhombus,4.72,37148
138,QF_BV_bench_3176.smt2,38.83,636784
138,LRA_formula_277.smt2,1.79,34576
139,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.19,184876
139,QF_BV_bench_935.smt2,28.52,502196
139,LRA_formula_277.smt2,1.8,34588
139,QF_UF_PEQ018_size6.smt2,208.61,1138824
139,QF_BV_bench_3176.smt2,38.81,636168
139,QF_RDL_orb08_888.smt2,8.98,75420
139,QF_AUFBV_891_sqlite3.smt2,50.14,1000656
139,AUFNIRA_z3.637557.smt2,324.97,2773932
139,QF_UFLIA_xs_23_43.smt2,36.79,604016
139,QF_LIA_tightrhombus,4.72,37152
139,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.25,40912
139,QF_NRA_hong_9.smt2,5.72,39976
140,QF_BV_bench_3176.smt2,31.2,635692
140,QF_AUFBV_891_sqlite3.smt2,16.94,533820
140,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.94,41088
140,QF_UF_PEQ018_size6.smt2,186.57,1138620
140,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.15,184780
140,AUFNIRA_z3.637557.smt2,495.55,2700504
140,QF_LIA_tightrhombus,4.63,36940
140,QF_BV_bench_935.smt2,17.42,506004
140,QF_UFLIA_xs_23_43.smt2,37.01,607024
140,QF_NRA_hong_9.smt2,5.69,39916
140,LRA_formula_277.smt2,1.76,34684
140,QF_RDL_orb08_888.smt2,7.89,75400
141,QF_UFLIA_xs_23_43.smt2,36.23,604084
141,LRA_formula_277.smt2,1.78,34576
141,QF_BV_bench_3176.smt2,40.19,636804
141,QF_BV_bench_935.smt2,28.55,502148
141,QF_LIA_tightrhombus,4.71,37156
141,QF_RDL_orb08_888.smt2,8.97,75468
141,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.23,184880
141,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.21,40940
141,QF_AUFBV_891_sqlite3.smt2,50.66,1000188
141,QF_NRA_hong_9.smt2,5.68,40024
141,QF_UF_PEQ018_size6.smt2,207.97,1138812
141,AUFNIRA_z3.637557.smt2,325.13,2772364
142,QF_UF_PEQ018_size6.smt2,207.75,1138764
142,AUFNIRA_z3.637557.smt2,325.94,2774372
142,QF_UFLIA_xs_23_43.smt2,36.68,604240
142,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.24,40932
142,QF_NRA_hong_9.smt2,5.69,39980
142,QF_RDL_orb08_888.smt2,8.97,75388
142,QF_BV_bench_935.smt2,28.54,502200
142,LRA_formula_277.smt2,1.78,34588
142,QF_AUFBV_891_sqlite3.smt2,50.61,999508
142,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.04,184880
142,QF_BV_bench_3176.smt2,38.86,636672
142,QF_LIA_tightrhombus,4.74,37152
143,QF_NRA_hong_9.smt2,5.69,39912
143,QF_LIA_tightrhombus,4.63,36936
143,LRA_formula_277.smt2,1.76,34684
143,QF_BV_bench_935.smt2,17.43,505988
143,QF_AUFBV_891_sqlite3.smt2,16.95,534084
143,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.15,184784
143,QF_UFLIA_xs_23_43.smt2,36.98,607180
143,QF_BV_bench_3176.smt2,31.14,635452
143,AUFNIRA_z3.637557.smt2,495.25,2700528
143,QF_RDL_orb08_888.smt2,7.9,75404
143,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.95,41036
143,QF_UF_PEQ018_size6.smt2,185.24,1138812
144,QF_BV_bench_3176.smt2,31.31,635948
144,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,14.96,41028
144,QF_UFLIA_xs_23_43.smt2,37.82,607140
144,QF_LIA_tightrhombus,4.62,36936
144,AUFNIRA_z3.637557.smt2,497.31,2701552
144,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,5.13,184764
144,QF_RDL_orb08_888.smt2,7.96,75348
144,LRA_formula_277.smt2,1.77,34752
144,QF_UF_PEQ018_size6.smt2,186.75,1138588
144,QF_NRA_hong_9.smt2,5.69,39916
144,QF_BV_bench_935.smt2,17.46,505808
144,QF_AUFBV_891_sqlite3.smt2,16.89,534344
145,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.11,184880
145,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.22,40932
145,QF_UFLIA_xs_23_43.smt2,36.36,604244
145,LRA_formula_277.smt2,1.78,34588
145,QF_RDL_orb08_888.smt2,8.99,75388
145,QF_UF_PEQ018_size6.smt2,208.51,1138832
145,QF_AUFBV_891_sqlite3.smt2,49.8,998744
145,AUFNIRA_z3.637557.smt2,323.78,2771700
145,QF_NRA_hong_9.smt2,5.7,39980
145,QF_BV_bench_3176.smt2,40.21,636620
145,QF_BV_bench_935.smt2,28.37,502136
145,QF_LIA_tightrhombus,4.71,37152
146,QF_NRA_hong_9.smt2,5.68,40452
146,QF_UFLIA_xs_23_43.smt2,18.88,544628
146,QF_RDL_orb08_888.smt2,12.14,106896
146,QF_BV_bench_3176.smt2,9.34,578592
146,QF_UF_PEQ018_size6.smt2,25.59,1092272
146,AUFNIRA_z3.637557.smt2,8.83,2643592
146,QF_BV_bench_935.smt2,3.01,492472
146,QF_AUFBV_891_sqlite3.smt2,1.92,49672
146,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,18.88,39168
146,QF_LIA_tightrhombus,1.11,34980
146,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,6.09,297752
146,LRA_formula_277.smt2,2.65,34320
147,QF_RDL_orb08_888.smt2,8.4,43052
147,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,8.89,34316
147,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,7.99,34896
147,QF_UFLIA_xs_23_43.smt2,14.47,50764
147,QF_UF_PEQ018_size6.smt2,19.07,36676
147,QF_AUFBV_891_sqlite3.smt2,107.92,1942152
147,QF_BV_bench_3176.smt2,823.5,3763124
147,QF_BV_bench_935.smt2,416.62,3480176
147,QF_NRA_hong_9.smt2,3.21,36764
147,QF_LIA_tightrhombus,6.09,35740
147,LRA_formula_277.smt2,4.67,34000
147,AUFNIRA_z3.637557.smt2,60.65,1631292
148,QF_LIA_tightrhombus,4.73,37156
148,QF_AUFBV_891_sqlite3.smt2,49.99,1000376
148,QF_NRA_hong_9.smt2,5.71,40024
148,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,9.21,184876
148,AUFNIRA_z3.637557.smt2,323.46,2773472
148,QF_BV_bench_3176.smt2,39.13,636156
148,QF_RDL_orb08_888.smt2,9.02,75468
148,QF_UFLIA_xs_23_43.smt2,36.81,604080
148,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,15.2,40940
148,QF_BV_bench_935.smt2,28.7,502220
148,QF_UF_PEQ018_size6.smt2,209.2,1138680
