sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,216000,27000,good = 1 AND AutoAltRef = 1 AND FrameBoost = 1,realtime==1,0,0.0,0.0,0.0,0
random_2,34,5,realtime = 1 AND lossless = 1 AND FrameBoost = 1,good==1 AND realtime==0 AND complexity==1,0,0.0,0.0,0.0,0
random_5,85,9,good = 1 AND AutoAltRef = 1 AND FrameBoost = 1,cpuUsed==8 AND complexity==0 AND cyclicRefresh==0 AND constrainedQuality==0,2,0.2352941176470588,0.25,0.2222222222222222,0
random_10,170,16,good = 1 AND AutoAltRef = 1 AND FrameBoost = 1,FrameBoost==0 AND bitRate==1500 AND TileColumns==6 AND complexity==0,0,0.0,0.0,0.0,0
random_20,340,31,realtime = 1 AND lossless = 1 AND FrameBoost = 1,Threads==2 AND AutoAltRef==1 AND off==0 AND complexity==0,3,0.0851063829787234,0.125,0.064516129032258,0
2-wise,52,5,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==0 AND AutoAltRef==0 AND off==0 AND constantBitrate==0,0,0.0,0.0,0.0,0
3-wise,242,33,AutoAltRef = 1 AND lossless = 1 AND FrameBoost = 1,lagInFrames==0 AND AutoAltRef==0 AND variance==0 AND complexity==0,0,0.0,0.0,0.0,0
4-wise,947,119,good = 1 AND lossless = 1 AND FrameBoost = 1,lossless==1 AND FrameBoost==1 AND realtime==0,0,1.0,1.0,1.0,0
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND realtime==1 AND AutoAltRef==1,0,1.0,1.0,1.0,10
random_2,34,4,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,realtime==0 AND variance==0 AND complexity==0,0,0.0,0.0,0.0,10
random_5,85,9,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==0 AND FrameBoost==1 AND realtime==1 AND variableBitrate==0,0,0.0,0.0,0.0,10
random_10,170,19,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,Threads==10 AND off==0 AND variance==0 AND constantBitrate==0,1,0.1290322580645161,0.1666666666666666,0.1052631578947368,10
random_20,340,32,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==1 AND cpuUsed==0 AND complexity==0 AND constrainedQuality==0,4,0.2352941176470588,0.3157894736842105,0.1875,10
2-wise,51,3,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,Threads==8 AND cyclicRefresh==0 AND variableBitrate==0,4,0.2222222222222222,0.1666666666666666,0.3333333333333333,10
3-wise,244,35,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,good==0 AND TileColumns==6 AND constantBitrate==0 AND constrainedQuality==0,0,0.0851063829787234,0.1666666666666666,0.0571428571428571,10
4-wise,945,118,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,lossless==0 AND FrameBoost==1 AND bitRate==1500 AND AutoAltRef==1,0,0.0,0.0,0.0,10
