rule,sg_samples,sg_coverage,rule_num_predicates,rule_features_used
HAVE_HASH==1 AND PAGESIZE==32,128,0.05,2,"['HAVE_HASH', 'PAGESIZE']"
HAVE_HASH==1 AND PAGESIZE==32 AND HAVE_CRYPTO==1,128,0.05,3,"['HAVE_CRYPTO', 'HAVE_HASH', 'PAGESIZE']"
HAVE_HASH==1 AND PAGESIZE==32 AND DIAGNOSTIC.1==0,128,0.05,3,"['HAVE_HASH', 'PAGESIZE', 'DIAGNOSTIC']"
HAVE_HASH==1 AND PAGESIZE==32 AND DIAGNOSTIC.1==0 AND HAVE_CRYPTO==1,128,0.05,4,"['HAVE_CRYPTO', 'HAVE_HASH', 'PAGESIZE', 'DIAGNOSTIC']"
PAGESIZE.1==0 AND HAVE_HASH==1 AND PAGESIZE==32,128,0.05,3,"['HAVE_HASH', 'PAGESIZE']"
