method,n,mean 10,mean 25,mean 50,mean 100,mean 250,mean 500,mean 1000,tau,p,p_holm,significant
\textsc{BS-$\mu$},700,0.6852785468101501,2.505535593032837,5.579443104267121,11.43797179222107,30.64018476486206,70.62175637722015,152.85266232013703,0.9226085316436884,3.012145427183556e-256,1.506072713591778e-255,True
\textsc{BS-kl},700,0.5902085423469543,1.4580125832557678,2.8627966904640196,5.009423742294311,15.143937697410584,35.47435329198837,87.90057268619537,0.8757197132778104,4.487417628218911e-231,1.3462252884656732e-230,True
\textsc{DFS-$\mu$},700,4.788934662342071,3748.9042533278466,9739.899381835461,13348.367186908721,14272.221015403271,14400.0,14400.0,0.6932518138831826,2.0916953032119949e-116,2.0916953032119949e-116,True
\textsc{RSD},700,88.98956436872483,375.96176202774046,799.1380634117127,1741.114918270111,4284.780766935349,12047.253295180797,14400.0,0.9138791307823393,3.0178494235873305e-240,1.2071397694349322e-239,True
\textsc{Syflow},700,133.7214906334877,133.28127142190934,136.8496458220482,140.08005269527436,150.65791991710663,189.07112020730972,279.82508825540543,0.8149954287475184,2.0215960910500195e-200,4.043192182100039e-200,True
