test,n,k,statistic,p,kendall_w,mean \textsc{BS-$\mu$},mean \textsc{BS-kl},mean \textsc{DFS-$\mu$},mean \textsc{RSD},mean \textsc{Syflow}
Friedman,11,5,13.811320754716984,0.007922239317680293,0.3138936535162951,22.787878787878785,36.33333333333333,22.666666666666668,32.18181818181818,47.57575757575757
