num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min,runtime
31,13485,15,0.0685635608965135,0.19017317991992785,0.12938820912124582,0.8476084538375973,"['Linear1D', 'bs_32x1', 'LocalMemory', 'OpenCL', 'TextureMemory', 'bs_64x1', 'bs_32x4', 'bs_256x1', 'bs_128x2', 'CUDA', 'bs_512x1', 'bs_32x16', 'pixelPerThread', 'bs_32x2', 'Linear2D', 'bs_64x2', 'bs_256x2', 'padding']","[('Linear1D', 3), ('bs_32x1', 10), ('LocalMemory', 11), ('OpenCL', 1), ('TextureMemory', 4), ('bs_64x1', 2), ('bs_32x4', 1), ('bs_256x1', 1), ('bs_128x2', 2), ('CUDA', 1), ('bs_512x1', 3), ('bs_32x16', 1), ('pixelPerThread', 12), ('bs_32x2', 5), ('Linear2D', 2), ('bs_64x2', 2), ('bs_256x2', 1), ('padding', 3)]",18,4.333333333333333,5.0,3.0,701.8179774284363
