num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
12,1919,4,0.041666666666666664,0.08333333333333333,0.2833507034914018,1.0,"['validate', 'resolution', 'pdf']","[('validate', 2), ('resolution', 2), ('pdf', 5)]",3,1.8,3.0,1.0
