num_features,num_samples,sgs_unique,sgs_mean_jaccard,sgs_mean_overlap_coefficient,coverage_mean,coverage_total,rule_features_used,rule_feature_frequency,rule_num_features,rule_length_mean,rule_length_max,rule_length_min
12,191,5,0.029043070219540813,0.13333333333333336,0.10471204188481675,0.4712041884816754,"['nice', 'gzip', 'encryption', 'disableLzoCompressibilityTesting', 'integrityCheck', 'lzo', 'zpaq', 'unlimitedWindowSize', 'multithreading', 'bzip2']","[('nice', 2), ('gzip', 2), ('encryption', 2), ('disableLzoCompressibilityTesting', 1), ('integrityCheck', 1), ('lzo', 2), ('zpaq', 3), ('unlimitedWindowSize', 4), ('multithreading', 3), ('bzip2', 3)]",10,4.6,6.0,4.0
