sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,1152,144,no_8x8dct = 1 AND no_cabac = 1 AND no_mbtree = 1,no_8x8dct >= 1.0  AND  no_cabac >= 1.0  AND  no_mbtree >= 1.0,0.0,1.0,1.0,1.0,0
random_2,18,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,0
random_5,45,0,no_deblock = 1 AND no_mixed_refs = 1 AND no_weightb = 1,,,0.0,0.0,0.0,0
random_10,90,16,no_8x8dct = 1 AND no_deblock = 1 AND no_mbtree = 1,no_8x8dct >= 1.0  AND  no_mbtree >= 1.0  AND  no_deblock >= 1.0,0.0,1.0,1.0,1.0,0
random_20,180,0,no_8x8dct = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,0
2-wise,19,0,no_deblock = 1 AND no_fast_pskip = 1 AND no_weightb = 1,,,0.0,0.0,0.0,0
3-wise,43,0,no_8x8dct = 1 AND no_mixed_refs = 1 AND no_weightb = 1,,,0.0,0.0,0.0,0
4-wise,94,0,no_fast_pskip = 1 AND no_mixed_refs = 1 AND no_weightb = 1,,,0.0,0.0,0.0,0
full,1152,144,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,no_fast_pskip >= 1.0  AND  no_mixed_refs >= 1.0  AND  no_mbtree >= 1.0,0.0,1.0,1.0,1.0,10
random_5,45,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
random_10,90,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
random_20,180,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
2-wise,16,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
3-wise,44,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
4-wise,98,0,no_fast_pskip = 1 AND no_mbtree = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,10
full,1152,144,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,no_8x8dct >= 1.0  AND  no_fast_pskip >= 1.0  AND  no_mixed_refs >= 1.0,0.0,1.0,1.0,1.0,11
random_2,18,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
random_5,45,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
random_10,90,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
random_20,180,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
2-wise,14,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
3-wise,41,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
4-wise,111,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,11
full,1152,144,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,no_deblock >= 1.0  AND  no_mixed_refs >= 1.0  AND  no_cabac >= 1.0,0.0,1.0,1.0,1.0,12
random_2,18,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
random_5,45,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
random_10,90,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
random_20,180,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
2-wise,18,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
3-wise,40,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
4-wise,96,0,no_cabac = 1 AND no_deblock = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,12
full,1152,144,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,no_fast_pskip >= 1.0  AND  no_mixed_refs >= 1.0  AND  no_8x8dct >= 1.0,0.0,1.0,1.0,1.0,13
random_2,18,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
random_5,45,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
random_10,90,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
random_20,180,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
2-wise,19,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
3-wise,45,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
4-wise,106,0,no_8x8dct = 1 AND no_fast_pskip = 1 AND no_mixed_refs = 1,,,0.0,0.0,0.0,13
full,1152,144,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,no_cabac >= 1.0  AND  no_mbtree >= 1.0  AND  no_deblock >= 1.0,0.0,1.0,1.0,1.0,14
random_2,18,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
random_5,45,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
random_10,90,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
random_20,180,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
2-wise,13,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
3-wise,43,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
4-wise,103,0,no_cabac = 1 AND no_deblock = 1 AND no_mbtree = 1,,,0.0,0.0,0.0,14
