sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,432,54,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,unlimitedWindowSize >= 1.0  AND  disableCompressibilityTesting >= 1.0  AND  encryption >= 1.0,0.0,1.0,1.0,1.0,0
random_2,20,0,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,,,0.0,0.0,0.0,0
random_5,50,4,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,0.0 <= compressionGzip < 1.0  AND  0.0 <= unlimitedWindowSize < 1.0  AND  compression >= 1.0  AND  0.0 <= compressionLzo < 1.0,0.0,0.0,0.0,0.0,0
random_10,100,13,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,disableCompressibilityTesting >= 1.0  AND  unlimitedWindowSize >= 1.0  AND  encryption >= 1.0,2.0,1.0,1.0,1.0,0
random_20,200,38,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,encryption >= 1.0  AND  unlimitedWindowSize >= 1.0  AND  disableCompressibilityTesting >= 1.0,0.0,1.0,1.0,1.0,0
2-wise,56,6,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,0.0 <= compressionBzip2 < 1.0  AND  0.0 <= encryption < 1.0,0.0,0.0,0.0,0.0,0
3-wise,154,18,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,encryption >= 1.0  AND  2.0 <= level < 6.0  AND  0.0 <= disableCompressibilityTesting < 1.0,0.0,0.0,0.0,0.0,0
4-wise,303,34,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,disableCompressibilityTesting >= 1.0  AND  encryption >= 1.0  AND  unlimitedWindowSize >= 1.0,1.0,1.0,1.0,1.0,0
full,432,54,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,encryption >= 1.0  AND  unlimitedWindowSize >= 1.0  AND  disableCompressibilityTesting >= 1.0,0.0,1.0,1.0,1.0,10
random_2,20,2,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,0.0 <= disableCompressibilityTesting < 0.5  AND  encryption >= 0.5,0.0,0.0,0.0,0.0,10
random_5,50,9,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,disableCompressibilityTesting >= 1.0  AND  encryption >= 1.0,2.0,0.6923076923076924,0.5294117647058824,1.0,10
random_10,100,9,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,disableCompressibilityTesting >= 1.0  AND  encryption >= 0.5  AND  unlimitedWindowSize >= 1.0,0.0,1.0,1.0,1.0,10
random_20,200,29,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,disableCompressibilityTesting >= 1.0  AND  encryption >= 0.5  AND  unlimitedWindowSize >= 0.5,0.0,1.0,1.0,1.0,10
2-wise,58,8,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,encryption >= 1.0  AND  unlimitedWindowSize >= 1.0,1.0,0.761904761904762,0.6153846153846154,1.0,10
3-wise,160,14,disableCompressibilityTesting = 1 AND encryption = 1 AND unlimitedWindowSize = 1,encryption >= 1.0  AND  unlimitedWindowSize >= 1.0  AND  disableCompressibilityTesting >= 1.0,0.0,1.0,1.0,1.0,10
