sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff >= 1.0  AND  tmOff >= 1.0  AND  filterOff >= 1.0  AND  x >= 3.0,0.0,0.8,1.0,0.6666666666666666,0
random_2,24,1,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,0.0 <= LZMA < 1.0  AND  5.0 <= Files < 65.0,0.0,0.0,0.0,0.0,0
random_5,60,0,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,,,0.0,0.0,0.0,0
random_10,120,15,filterOff = 1 AND mtOff = 1 AND tmOff = 1,filterOff >= 1.0  AND  mtOff >= 1.0  AND  tmOff >= 1.0,1.0,1.0,1.0,1.0,0
random_20,240,31,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff >= 1.0  AND  tmOff >= 1.0  AND  HeaderCompressionOff >= 1.0  AND  Files < 100.0,0.0,0.9836065573770492,1.0,0.967741935483871,0
2-wise,165,23,HeaderCompressionOff = 1 AND filterOff = 1 AND mtOff = 1,HeaderCompressionOff >= 1.0  AND  mtOff >= 1.0  AND  filterOff >= 1.0,0.0,1.0,1.0,1.0,0
3-wise,1121,154,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff >= 1.0  AND  HeaderCompressionOff >= 1.0  AND  tmOff >= 1.0,0.0,1.0,1.0,1.0,0
4-wise,4875,615,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff >= 1.0  AND  tmOff >= 1.0  AND  0.0 <= LZMA < 1.0  AND  HeaderCompressionOff >= 1.0,0.0,0.8868778280542986,1.0,0.7967479674796748,0
full,68640,8580,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff >= 1.0  AND  tmOff >= 1.0  AND  HeaderCompressionOff >= 1.0  AND  x < 3.0,1.0,0.5,1.0,0.3333333333333333,10
random_2,24,0,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,,,0.0,0.0,0.0,10
