sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND FrameBoost = 1,AutoAltRef >= 1.0  AND  FrameBoost >= 1.0  AND  0.0 <= good < 1.0  AND  0.0 <= off < 1.0,2.0,0.8571428571428571,1.0,0.75,0
random_2,34,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,0
random_5,85,11,good = 1 AND lossless = 1 AND FrameBoost = 1,AutoAltRef >= 1.0  AND  bitRate < 600.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0
random_10,170,0,realtime = 1 AND AutoAltRef = 1 AND FrameBoost = 1,,,0.0,0.0,0.0,0
random_20,340,0,good = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,0
2-wise,52,7,realtime = 1 AND AutoAltRef = 1 AND FrameBoost = 1,0.0 <= realtime < 0.5  AND  cyclicRefresh >= 1.0,0.0,0.0,0.0,0.0,0
3-wise,242,0,realtime = 1 AND lossless = 1 AND FrameBoost = 1,,,0.0,0.0,0.0,0
4-wise,947,0,good = 1 AND lossless = 1 AND FrameBoost = 1,,,0.0,0.0,0.0,0
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,0.0 <= good < 1.0  AND  AutoAltRef >= 1.0  AND  lossless >= 1.0  AND  4.0 <= Threads < 8.0,3.0,0.5714285714285715,1.0,0.4,10
random_2,34,4,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,TileColumns >= 1.5  AND  6.0 <= Threads < 8.0,0.0,0.0,0.0,0.0,10
random_5,85,9,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,0.0 <= AutoAltRef < 1.0  AND  6.0 <= cpuUsed < 8.0,0.0,0.0,0.0,0.0,10
random_10,170,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,10
random_20,340,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,10
2-wise,51,3,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,0.0 <= lossless < 1.0  AND  variance >= 0.5,0.0,0.0,0.0,0.0,10
3-wise,244,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,10
4-wise,945,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,10
full,216000,27000,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,AutoAltRef >= 1.0  AND  lossless >= 1.0  AND  0.0 <= good < 1.0  AND  constantBitrate >= 0.5,2.0,0.5,1.0,0.3333333333333333,11
random_2,34,8,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,cpuUsed >= 4.0  AND  bitRate >= 1050.0,0.0,0.0,0.0,0.0,11
random_5,85,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,11
random_10,170,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,11
random_20,340,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,11
2-wise,51,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,11
3-wise,241,0,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,,,0.0,0.0,0.0,11
4-wise,939,128,realtime = 1 AND AutoAltRef = 1 AND lossless = 1,0.0 <= good < 1.0  AND  AutoAltRef >= 1.0  AND  lossless >= 1.0,0.0,1.0,1.0,1.0,11
