sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,1024,128,instcombine = 1 AND ipsccp = 1 AND jump_threading = 1,instcombine AND ipsccp AND jump_threading,0,1.0,1.0,1.0,0
random_2,20,2,iv_users = 1 AND jump_threading = 1 AND licm = 1,jump_threading AND NOT sccp AND ipsccp,0,1.0,1.0,1.0,0
random_5,50,5,gvn = 1 AND print_used_types = 1 AND sccp = 1,gvn AND print_used_types AND NOT licm AND sccp,3,0.7499999999999999,1.0,0.6,0
random_10,100,11,instcombine = 1 AND jump_threading = 1 AND licm = 1,licm AND instcombine AND jump_threading,0,1.0,1.0,1.0,0
random_20,200,23,gvn = 1 AND inline = 1 AND licm = 1,NOT print_used_types,1,0.1967213114754098,0.1212121212121212,0.5217391304347826,0
2-wise,12,2,instcombine = 1 AND ipsccp = 1 AND jump_threading = 1,NOT inline AND licm AND NOT gvn AND jump_threading,1,0.8,0.6666666666666666,1.0,0
3-wise,34,4,gvn = 1 AND print_used_types = 1 AND sccp = 1,gvn AND jump_threading AND sccp AND print_used_types,4,0.6666666666666666,1.0,0.5,0
4-wise,63,6,inline = 1 AND iv_users = 1 AND licm = 1,inline AND ipsccp AND NOT jump_threading,2,0.4285714285714285,0.375,0.5,0
full,1024,128,inline = 1 AND ipsccp = 1 AND licm = 1,licm AND ipsccp AND inline,0,1.0,1.0,1.0,10
random_2,20,1,inline = 1 AND ipsccp = 1 AND licm = 1,instcombine AND inline AND ipsccp,2,0.6666666666666666,0.5,1.0,10
random_5,50,9,inline = 1 AND ipsccp = 1 AND licm = 1,licm AND inline AND ipsccp,0,1.0,1.0,1.0,10
random_10,100,12,inline = 1 AND ipsccp = 1 AND licm = 1,instcombine,1,0.2333333333333333,0.1458333333333333,0.5833333333333334,10
random_20,200,24,inline = 1 AND ipsccp = 1 AND licm = 1,inline AND licm AND ipsccp,0,1.0,1.0,1.0,10
