sampling_strategy,sample_size,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND mtOff = 1,mtOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,0
random_2,24,1,HeaderCompressionOff = 1 AND filterOff = 1 AND mtOff = 1,Files <= 65.0 AND NOT mtOff AND BlockSize > 6.0 AND BZip2,0,0.0,0.0,0.0,0
random_5,60,9,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,tmOff AND mtOff AND HeaderCompressionOff,0,1.0,1.0,1.0,0
random_10,120,16,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,0
random_20,240,31,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,0
2-wise,165,21,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,tmOff AND mtOff AND HeaderCompressionOff,0,1.0,1.0,1.0,0
3-wise,1121,149,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,0,1.0,1.0,1.0,0
4-wise,4875,592,filterOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff AND filterOff AND tmOff,0,1.0,1.0,1.0,0
full,68640,8580,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,10
random_2,24,1,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,x <= 1.0 AND NOT BZip2 AND Files > 20.0,0,0.0,0.0,0.0,10
random_5,60,2,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,NOT PPMd AND Files > 25.0,4,0.0952380952380952,0.05,1.0,10
random_10,120,8,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,NOT LZMA AND NOT mtOff AND NOT tmOff AND BlockSize > 96.0,0,0.0,0.0,0.0,10
random_20,240,25,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,HeaderCompressionOff AND NOT BZip2 AND tmOff AND mtOff,0,0.717948717948718,1.0,0.56,10
2-wise,172,19,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,10
3-wise,1106,154,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND mtOff,0,1.0,1.0,1.0,10
4-wise,4855,612,HeaderCompressionOff = 1 AND mtOff = 1 AND tmOff = 1,mtOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,10
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,11
random_2,24,5,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,BlockSize > 192.0 AND x <= 8.0 AND x > 2.0 AND NOT HeaderCompressionOff,0,0.0,0.0,0.0,11
random_5,60,11,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND tmOff,0,1.0,1.0,1.0,11
random_10,120,22,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,11
random_20,240,38,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND tmOff,0,1.0,1.0,1.0,11
2-wise,169,32,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,11
3-wise,1135,129,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,11
4-wise,4883,580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,11
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,12
random_2,24,5,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,NOT tmOff AND x <= 7.0 AND Files <= 65.0 AND NOT LZMA,0,0.0,0.0,0.0,12
random_5,60,7,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,x > 7.0 AND Files > 55.0 AND filterOff AND NOT mtOff,1,0.6,1.0,0.4285714285714285,12
random_10,120,17,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,12
random_20,240,41,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,12
2-wise,174,24,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,12
3-wise,1128,166,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,12
4-wise,4909,623,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND HeaderCompressionOff AND tmOff,0,1.0,1.0,1.0,12
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,13
random_2,24,4,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND BlockSize > 16.5,0,1.0,1.0,1.0,13
random_5,60,9,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND tmOff,0,1.0,1.0,1.0,13
random_10,120,14,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,13
random_20,240,26,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,13
2-wise,172,24,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,0,1.0,1.0,1.0,13
3-wise,1112,130,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,0,1.0,1.0,1.0,13
4-wise,4890,594,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND tmOff,0,1.0,1.0,1.0,13
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,14
random_2,24,4,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,4,1.0,1.0,1.0,14
random_5,60,10,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,14
random_10,120,16,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,0,1.0,1.0,1.0,14
random_20,240,37,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,14
2-wise,168,19,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,14
3-wise,1126,158,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,14
4-wise,4862,568,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND tmOff AND HeaderCompressionOff,0,1.0,1.0,1.0,14
full,68640,8580,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND HeaderCompressionOff AND tmOff,0,1.0,1.0,1.0,15
random_2,24,6,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,NOT mtOff AND filterOff AND BlockSize > 2.5 AND x > 1.0,0,0.9090909090909092,1.0,0.8333333333333334,15
random_5,60,12,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,1,1.0,1.0,1.0,15
random_10,120,21,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,filterOff AND HeaderCompressionOff AND tmOff,0,1.0,1.0,1.0,15
random_20,240,32,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND HeaderCompressionOff AND filterOff,0,1.0,1.0,1.0,15
2-wise,166,23,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND filterOff AND tmOff,0,1.0,1.0,1.0,15
3-wise,1094,146,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,tmOff AND filterOff AND HeaderCompressionOff,0,1.0,1.0,1.0,15
4-wise,4850,618,HeaderCompressionOff = 1 AND filterOff = 1 AND tmOff = 1,HeaderCompressionOff AND tmOff AND filterOff,0,1.0,1.0,1.0,15
full,68640,8580,filterOff = 1 AND mtOff = 1 AND tmOff = 1,filterOff AND mtOff AND tmOff,0,1.0,1.0,1.0,16
