n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
10000,25,42221.7654507755,1550,X_9==0 AND X_7==1 AND X_18==1 AND X_12==1,X_7 AND NOT X_9 AND X_12 AND X_18,0,1.0,1.0,1.0,25,134.33451581001282
30000,25,29096.840178358416,4661,X_21==1 AND X_11==0 AND X_12==1 AND X_6==0,NOT X_6 AND NOT X_11 AND X_12 AND X_21,0,1.0,1.0,1.0,25,126.64381766319276
100000,25,41139.99935827864,15763,X_17==1 AND X_9==0 AND X_8==0 AND X_22==1,NOT X_8 AND NOT X_9 AND X_17 AND X_22,1,1.0,1.0,1.0,25,129.69190216064453
300000,25,37615.748334890864,32740,X_23==1 AND X_13==1 AND X_3==1 AND X_1==16,X_1 = 16.00 AND X_3 = 1.00 AND X_13 AND X_23,0,1.0,1.0,1.0,25,170.61345911026
1000000,25,45843.66441977396,122696,X_13==1 AND X_24==0 AND X_8==0 AND X_4==1,X_4 = 1.00 AND NOT X_8 AND X_13 AND NOT X_24,1,1.0,1.0,1.0,25,358.09784722328186
1000,25,31607.974204921567,148,X_8==1 AND X_11==0 AND X_15==0 AND X_22==0,X_8 AND NOT X_11 AND NOT X_15 AND NOT X_22,1,1.0,1.0,1.0,26,123.17524337768556
3000,25,46537.33026998868,472,X_5==1 AND X_14==1 AND X_9==1 AND X_24==1,X_5 AND X_9 AND X_14 AND X_24,1,1.0,1.0,1.0,26,127.6442518234253
10000,25,28629.68018631572,1224,X_16==1 AND X_0==8 AND X_23==0 AND X_19==0,X_0 = 8.00 AND X_16 AND NOT X_19 AND NOT X_23,3,1.0,1.0,1.0,26,128.3743064403534
30000,25,37406.8326166972,3662,X_1==2 AND X_8==0 AND X_21==1 AND X_11==1,X_1 = 2.00 AND NOT X_8 AND X_11 AND X_21,0,1.0,1.0,1.0,26,130.0804796218872
100000,25,46579.63494886154,15604,X_24==0 AND X_23==0 AND X_20==0 AND X_6==1,X_6 AND NOT X_20 AND NOT X_23 AND NOT X_24,1,1.0,1.0,1.0,26,128.9419264793396
